,cik,companyname,entityid,primaryexchange,primarysymbol,siccode,sicdescription
492,0000101295,UNITED GUARDIAN INC,11543,Nasdaq Global Market,UG,2844,"Perfumes, Cosmetics, and Other Toilet Preparations"
493,0000084129,RITE AID CORP,7792,NYSE,RAD,5912,Drug Stores and Proprietary Stores
494,0000095029,STURM RUGER & CO INC,2945,NYSE,RGR,3480,"Ordnance And Accessories, Except Vehicles And"
495,0000315213,HALF ROBERT INTERNATIONAL INC /DE/,232,NYSE,RHI,7363,Help Supply Services
496,0001024795,SUN HYDRAULICS CORP,10303,Nasdaq Global Market,SNHY,3490,Miscellaneous Fabricated Metal Products
497,0001517396,STRATASYS LTD.,877906,Nasdaq Global Market,SSYS,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
498,0000933034,STRATTEC SECURITY CORP,5931,Nasdaq Global Market,STRT,3714,Motor Vehicle Parts and Accessories
499,0000310764,STRYKER CORP,4535,NYSE,SYK,3841,Surgical and Medical Instruments and Apparatus
500,0001291361,SYNERON MEDICAL LTD.,643049,Nasdaq Global Market,ELOS,3845,Electromedical and Electrotherapeutic Apparatus
501,0001034054,SBA COMMUNICATIONS CORP,9400,Nasdaq Global Market,SBAC,4899,"Communications Services, Not Elsewhere Classified"
502,0000754737,SCANA CORP,3780,NYSE,SCG,4931,Electric and Other Services Combined
503,0000311337,SUNCOR ENERGY INC,1108,NYSE,SU,2911,Petroleum Refining
504,0000817720,SYNAPTICS INC,84225,Nasdaq Global Market,SYNA,7371,Computer Programming Services
505,0000095953,SYNALLOY CORP,7664,Nasdaq Global Market,SYNL,3317,Steel Pipe and Tubes
506,0001043509,SONIC AUTOMOTIVE INC,5783,NYSE,SAH,5500,Retail-Auto Dealers & Gasoline Stations
507,0001001838,SOUTHERN COPPER CORP/,1219,NYSE,SCCO,1000,Metal Mining
508,0001610793,"STATE NATIONAL COMPANIES, INC.",938262,Nasdaq Global Market,SNC,6331,"Fire, Marine, and Casualty Insurance"
509,0000092122,SOUTHERN CO,11164,NYSE,SO,4911,Electric Services
510,0001489096,"THERMON GROUP HOLDINGS, INC.",825741,NYSE,THR,3620,Electrical Industrial Apparatus
511,0000097745,THERMO FISHER SCIENTIFIC INC.,2432,NYSE,TMO,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
512,0000097476,TEXAS INSTRUMENTS INC,4121,Nasdaq Global Market,TXN,3674,Semiconductors and Related Devices
513,0000217346,TEXTRON INC,7162,NYSE,TXT,3720,Aircraft And Parts
514,0000092380,SOUTHWEST AIRLINES CO,9327,NYSE,LUV,4512,"Air Transportation, Scheduled"
515,0001373835,SPECTRA ENERGY CORP.,719909,NYSE,SE,4923,Natural Gas Transmission and Distribution
516,0000007332,SOUTHWESTERN ENERGY CO,3988,NYSE,SWN,1311,Crude Petroleum and Natural Gas
517,0000730263,THOR INDUSTRIES INC,7201,NYSE,THO,3716,Motor Homes
518,0000098246,TIFFANY & CO,4691,NYSE,TIF,5944,Jewelry Stores
519,0001524025,"TILLY'S, INC.",859034,NYSE,TLYS,5600,Retail-Apparel & Accessory Stores
520,0000750556,SUNTRUST BANKS INC,1112,NYSE,STI,6021,National Commercial Banks
521,0000095521,SUPERVALU INC,10077,NYSE,SVU,5411,Grocery Stores
522,0001021162,TRIUMPH GROUP INC,6556,NYSE,TGI,3720,Aircraft And Parts
523,0000864749,TRIMBLE NAVIGATION LTD /CA/,1734,Nasdaq Global Market,TRMB,3829,"Measuring and Controlling Devices, Not Elsewhere Classified"
524,0000099780,TRINITY INDUSTRIES INC,11633,NYSE,TRN,3743,Railroad Equipment
525,0000842633,TRIMAS CORP,13723,Nasdaq Global Market,TRS,3460,Metal Forgings And Stampings
526,0001382158,TRINA SOLAR LTD,728079,NYSE,TSL,3674,Semiconductors and Related Devices
527,0000100493,TYSON FOODS INC,3674,NYSE,TSN,2015,Poultry Slaughtering and Processing
528,0001465740,TWO HARBORS INVESTMENT CORP.,806562,NYSE,TWO,6798,Real Estate Investment Trusts
529,0001418091,"TWITTER, INC.",763922,NYSE,TWTR,7370,"Computer Programming, Data Processing, And"
530,0000074208,"UDR, INC.",3416,NYSE,UDR,6798,Real Estate Investment Trusts
531,0000036104,US BANCORP \DE\,11930,NYSE,USB,6021,National Commercial Banks
532,0000757011,USG CORP,8285,NYSE,USG,3270,"Concrete, Gypsum, And Plaster Products"
533,0001166388,VERINT SYSTEMS INC,96725,Nasdaq Global Market,VRNT,7373,Computer Integrated Systems Design
534,0000731766,UNITEDHEALTH GROUP INC,8792,NYSE,UNH,6324,Hospital and Medical Service Plans
535,0001090727,UNITED PARCEL SERVICE INC,10216,NYSE,UPS,4210,"Trucking And Courier Services, Except Air"
536,0001067701,UNITED RENTALS INC /DE,54051,NYSE,URI,7359,"Equipment Rental and Leasing, Not Elsewhere Classified"
537,0000821130,UNITED STATES CELLULAR CORP,2839,NYSE,USM,4812,Radiotelephone Communications
538,0001082554,UNITED THERAPEUTICS CORP,5683,Nasdaq Global Market,UTHR,2834,Pharmaceutical Preparations
539,0001111335,VISTEON CORP,75297,NYSE,VC,3714,Motor Vehicle Parts and Accessories
540,0001129260,"VOCERA COMMUNICATIONS, INC.",113414,NYSE,VCRA,3669,"Communications Equipment, Not Elsewhere Classified"
541,0000839923,VODAFONE GROUP PUBLIC LTD CO,6799,Nasdaq Global Market,VOD,4812,Radiotelephone Communications
542,0001487952,"VISHAY PRECISION GROUP, INC.",824763,NYSE,VPG,3670,Electronic Components And Accessories
543,0001403161,VISA INC.,748327,NYSE,V,7389,"Business Services, Not Elsewhere Classified"
544,0000875320,VERTEX PHARMACEUTICALS INC / MA,599,Nasdaq Global Market,VRTX,2834,Pharmaceutical Preparations
545,0001378718,"WESCO AIRCRAFT HOLDINGS, INC",724080,NYSE,WAIR,5072,Hardware
546,0000929008,WESCO INTERNATIONAL INC,4358,NYSE,WCC,5063,"Electrical Apparatus and Equipment Wiring Supplies, and Construc"
547,0000912833,WEST MARINE INC,495,Nasdaq Global Market,WMAR,5500,Retail-Auto Dealers & Gasoline Stations
548,0000105770,WEST PHARMACEUTICAL SERVICES INC,13806,NYSE,WST,3060,"Fabricated Rubber Products, Not Elsewhere"
549,0001024657,WEST CORP,9156,Nasdaq Global Market,WSTC,7389,"Business Services, Not Elsewhere Classified"
550,0001255474,WHITING PETROLEUM CORP,420440,NYSE,WLL,1311,Crude Petroleum and Natural Gas
551,0000108516,WORTHINGTON INDUSTRIES INC,9753,NYSE,WOR,3310,"Steel Works, Blast Furnaces, And Rolling And"
552,0000776867,WHITE MOUNTAINS INSURANCE GROUP LTD,5324,NYSE,WTM,6331,"Fire, Marine, and Casualty Insurance"
553,0001365135,WESTERN UNION CO,711432,NYSE,WU,7389,"Business Services, Not Elsewhere Classified"
554,0001555365,WHITEWAVE FOODS CO,887169,NYSE,WWAV,2020,Dairy Products
555,0000108312,"WOODWARD, INC.",11583,Nasdaq Global Market,WWD,3620,Electrical Industrial Apparatus
556,0001091907,WORLD WRESTLING ENTERTAINMENTINC,7520,NYSE,WWE,7812,Motion Picture and Video Tape Production
557,0000110471,WOLVERINE WORLD WIDE INC /DE/,335,NYSE,WWW,3140,"Footwear, Except Rubber"
558,0000106535,WEYERHAEUSER CO,4423,NYSE,WY,6798,Real Estate Investment Trusts
