,cik,companyname,entityid,primaryexchange,primarysymbol,siccode,sicdescription
760,0001120914,PDF SOLUTIONS INC,78146,Nasdaq Global Market,PDFS,7371,Computer Programming Services
761,0000064803,CVS HEALTH CORP,559,NYSE,CVS,5912,Drug Stores and Proprietary Stores
762,0000063276,MATTEL INC /DE/,6050,Nasdaq Global Market,MAT,3942,Dolls and Stuffed Toys
763,0001137789,SEAGATE TECHNOLOGY PLC,85676,Nasdaq Global Market,STX,3572,Computer Storage Devices
764,0000054480,KANSAS CITY SOUTHERN,3234,NYSE,KSU,4011,"Railroads, Line-Haul Operating"
765,0001094084,TELKONET INC,67442,OTC,TKOI,3822,Automatic Controls for Regulating Residential and Commercial Env
766,0001533932,"VANTIV, INC.",867671,NYSE,VNTV,7389,"Business Services, Not Elsewhere Classified"
767,0001308606,"SPIRIT REALTY CAPITAL, INC.",657239,NYSE,SRC,6512,Operators of Nonresidential Buildings
768,0000107687,WINNEBAGO INDUSTRIES INC,9845,NYSE,WGO,3716,Motor Homes
769,0000917523,"REVOLUTION LIGHTING TECHNOLOGIES, INC.",9840,Nasdaq Capital Market,RVLT,3640,Electric Lighting And Wiring Equipment
770,0001308161,"TWENTY-FIRST CENTURY FOX, INC.",654887,Nasdaq Global Market,FOXA,4841,Cable and Other Pay Television Services
771,0001096691,PARTNER COMMUNICATIONS CO LTD,96021,Nasdaq Global Market,PTNR,4812,Radiotelephone Communications
772,0000089439,MUELLER INDUSTRIES INC,8228,NYSE,MLI,3350,"Rolling, Drawing, And Extruding Of Nonferrous"
773,0001040971,SL GREEN REALTY CORP,8495,NYSE,SLG,6798,Real Estate Investment Trusts
774,0001326380,GAMESTOP CORP.,674987,NYSE,GME,5734,Computer and Computer Software Stores
775,0001409493,CHIMERA INVESTMENT CORP,754608,NYSE,CIM,6798,Real Estate Investment Trusts
776,0001060391,"REPUBLIC SERVICES, INC.",2611,NYSE,RSG,4953,Refuse Systems
777,0000828916,WEINGARTEN REALTY INVESTORS /TX/,3511,NYSE,WRI,6798,Real Estate Investment Trusts
778,0000320335,TORCHMARK CORP,10866,NYSE,TMK,6311,Life Insurance
779,0001428875,SERVICEMASTER GLOBAL HOLDINGS INC,772415,NYSE,SERV,8741,Management Services
780,0000354190,GALLAGHER ARTHUR J & CO,6872,NYSE,AJG,6411,"Insurance Agents, Brokers, and Service"
781,0001160958,INPHI CORP,145734,NYSE,IPHI,3674,Semiconductors and Related Devices
782,0001070750,"HOST HOTELS & RESORTS, INC.",55643,NYSE,HST,6798,Real Estate Investment Trusts
783,0001010552,POLYCOM INC,3669,Nasdaq Global Market,PLCM,3661,Telephone and Telegraph Apparatus
784,0000819220,MULTI COLOR CORP,10502,Nasdaq Global Market,LABL,2750,Commercial Printing
785,0000354707,HAWAIIAN ELECTRIC INDUSTRIES INC,4310,NYSE,HE,4911,Electric Services
786,0001110647,"OCLARO, INC.",95397,Nasdaq Global Market,OCLR,3674,Semiconductors and Related Devices
787,0000313927,CHURCH & DWIGHT CO INC /DE/,2297,NYSE,CHD,2840,"Soap, Detergents, And Cleaning Preparations;"
788,0001025378,W. P. CAREY INC.,3533,NYSE,WPC,6798,Real Estate Investment Trusts
789,0001031203,GROUP 1 AUTOMOTIVE INC,8583,NYSE,GPI,5500,Retail-Auto Dealers & Gasoline Stations
790,0001441634,AVAGO TECHNOLOGIES LTD,786169,Nasdaq Global Market,AVGO,3674,Semiconductors and Related Devices
791,0001037540,BOSTON PROPERTIES INC,5674,NYSE,BXP,6798,Real Estate Investment Trusts
792,0001065837,SKECHERS USA INC,5607,NYSE,SKX,3140,"Footwear, Except Rubber"
793,0000891024,"PATTERSON COMPANIES, INC.",9323,Nasdaq Global Market,PDCO,5047,"Medical, Dental, and Hospital Equipment and Supplies"
794,0001316360,IHS INC.,663234,NYSE,IHS,7370,"Computer Programming, Data Processing, And"
795,0001327567,PALO ALTO NETWORKS INC,674528,NYSE,PANW,3577,"Computer Peripheral Equipment, Not Elsewhere Classified"
796,0000912562,"GIBRALTAR INDUSTRIES, INC.",9989,Nasdaq Global Market,ROCK,3310,"Steel Works, Blast Furnaces, And Rolling And"
797,0001163739,NABORS INDUSTRIES LTD,94537,NYSE,NBR,1381,Drilling Oil and Gas Wells
798,0001439288,REXNORD CORP,783169,NYSE,RXN,3560,General Industrial Machinery And Equipment
799,0000101778,MARATHON OIL CORP,11509,NYSE,MRO,1311,Crude Petroleum and Natural Gas
800,0000742112,INVACARE CORP,2835,NYSE,IVC,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
801,0001107694,"RACKSPACE HOSTING, INC.",74666,NYSE,RAX,7370,"Computer Programming, Data Processing, And"
802,0000037785,FMC CORP,8364,NYSE,FMC,2800,Chemicals & Allied Products
803,0000769397,AUTODESK INC,10270,Nasdaq Global Market,ADSK,7372,Prepackaged Software
804,0000020520,FRONTIER COMMUNICATIONS CORP,1735,Nasdaq Global Market,FTR,4813,"Telephone Communications, Except Radiotelephone"
805,0001508913,QIHOO 360 TECHNOLOGY CO LTD,850169,NYSE,QIHU,7371,Computer Programming Services
806,0000820318,II-VI INC,10223,Nasdaq Global Market,IIVI,3827,Optical Instruments and Lenses
807,0000910406,HAIN CELESTIAL GROUP INC,2462,Nasdaq Global Market,HAIN,2000,Food and kindred products
808,0000926282,ADTRAN INC,5828,Nasdaq Global Market,ADTN,3661,Telephone and Telegraph Apparatus
809,0000049196,HUNTINGTON BANCSHARES INC/MD,11249,Nasdaq Global Market,HBAN,6021,National Commercial Banks
810,0001060736,SEATTLE GENETICS INC /WA,81021,Nasdaq Global Market,SGEN,2836,"Biological Products, Except Diagnostic Substances"
811,0000899715,TANGER FACTORY OUTLET CENTERS INC,4455,NYSE,SKT,6798,Real Estate Investment Trusts
812,0001296205,ZAGG INC,692328,Nasdaq Global Market,ZAGG,5900,Retail-Miscellaneous Retail
813,0000002488,ADVANCED MICRO DEVICES INC,10934,Nasdaq Capital Market,AMD,3674,Semiconductors and Related Devices
814,0001288469,MAXLINEAR INC,632487,NYSE,MXL,3674,Semiconductors and Related Devices
815,0001122904,"NETGEAR, INC",79265,Nasdaq Global Market,NTGR,3661,Telephone and Telegraph Apparatus
816,0001335258,"LIVE NATION ENTERTAINMENT, INC.",682463,NYSE,LYV,7900,Services-Amusement & Recreation Services
817,0001070423,PLAINS ALL AMERICAN PIPELINE LP,9602,NYSE,PAA,4610,"Pipelines, Except Natural Gas"
818,0000060714,LSB INDUSTRIES INC,11780,NYSE,LXU,2810,Industrial Inorganic Chemicals
819,0000906345,CAMDEN PROPERTY TRUST,7356,NYSE,CPT,6798,Real Estate Investment Trusts
820,0001310067,SEARS HOLDINGS CORP,656789,Nasdaq Global Market,SHLD,5311,Department Stores
821,0001423542,"SKULLCANDY, INC.",767326,Nasdaq Global Market,SKUL,3651,Household Audio and Video Equipment
822,0001485469,"TOWER INTERNATIONAL, INC.",823046,NYSE,TOWR,3714,Motor Vehicle Parts and Accessories
823,0000937556,MASIMO CORP,34029,Nasdaq Global Market,MASI,3845,Electromedical and Electrotherapeutic Apparatus
824,0000017843,CARPENTER TECHNOLOGY CORP,4333,NYSE,CRS,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling "
825,0000888504,LAYNE CHRISTENSEN CO,2381,Nasdaq Global Market,LAYN,1700,Construction - Special Trade Contractors
826,0001498710,"SPIRIT AIRLINES, INC.",837419,Nasdaq Global Market,SAVE,4512,"Air Transportation, Scheduled"
827,0001105184,NANOSPHERE INC,105064,Nasdaq Capital Market,NSPH,3841,Surgical and Medical Instruments and Apparatus
828,0000069633,"NAPCO SECURITY TECHNOLOGIES, INC",7717,Nasdaq Global Market,NSSC,3669,"Communications Equipment, Not Elsewhere Classified"
829,0001606757,"KIMBALL ELECTRONICS, INC.",934510,Nasdaq Global Market,KE,3672,Printed Circuit Boards
830,0001000230,OPTICAL CABLE CORP,11067,Nasdaq Global Market,OCC,3357,Drawing and Insulating of Nonferrous Wire
831,0000097134,TENNANT CO,3125,NYSE,TNC,3580,Refrigeration And Service Industry Machinery
832,0001143068,GREAT PLAINS ENERGY INC,91171,NYSE,GXP,4911,Electric Services
833,0000914208,INVESCO LTD.,12291,NYSE,IVZ,6282,Investment Advice
834,0001024725,TENNECO INC,8480,NYSE,TEN,3714,Motor Vehicle Parts and Accessories
835,0001166126,J C PENNEY CO INC,95795,NYSE,JCP,5311,Department Stores
836,0001388133,SHORETEL INC,734585,Nasdaq Global Market,SHOR,3661,Telephone and Telegraph Apparatus
837,0000079879,PPG INDUSTRIES INC,11290,NYSE,PPG,2851,"Paints, Varnishes, Lacquers, Enamels, and Allied Products"
838,0000898174,REINSURANCE GROUP OF AMERICA INC,9613,NYSE,RGA,6311,Life Insurance
839,0001351413,SEADRILL LTD,698413,NYSE,SDRL,1381,Drilling Oil and Gas Wells
840,0001180079,SILVER SPRING NETWORKS INC,376701,NYSE,SSNI,3576,Computer Communications Equipment
841,0000094049,STEPAN CO,10815,NYSE,SCL,2840,"Soap, Detergents, And Cleaning Preparations;"
842,0000008818,AVERY DENNISON CORP,11656,NYSE,AVY,2670,"Converted Paper And Paperboard Products, Except"
843,0000921112,LIBERTY PROPERTY TRUST,1736,NYSE,LPT,6798,Real Estate Investment Trusts
844,0001052100,WADDELL & REED FINANCIAL INC,1370,NYSE,WDR,6211,"Security Brokers, Dealers, and Flotation Companies"
845,0001058057,MARVELL TECHNOLOGY GROUP LTD,74478,Nasdaq Global Market,MRVL,3674,Semiconductors and Related Devices
846,0000096943,TELEFLEX INC,329,NYSE,TFX,3841,Surgical and Medical Instruments and Apparatus
847,0001156375,CME GROUP INC.,89162,Nasdaq Global Market,CME,6200,"Security & Commodity Brokers, Dealers, Exchanges & Services"
848,0000319201,KLA TENCOR CORP,120,Nasdaq Global Market,KLAC,3827,Optical Instruments and Lenses
849,0001110803,ILLUMINA INC,74858,Nasdaq Global Market,ILMN,3826,Laboratory Analytical Instruments
850,0001370946,OWENS CORNING,717526,NYSE,OC,3290,"Abrasive, Asbestos, And Miscellaneous"
851,0000077476,PEPSICO INC,5110,NYSE,PEP,2080,Beverages
852,0000718940,BCE INC,56312,NYSE,BCE,4813,"Telephone Communications, Except Radiotelephone"
853,0001123360,GLOBAL PAYMENTS INC,79255,NYSE,GPN,7389,"Business Services, Not Elsewhere Classified"
854,0001041061,YUM BRANDS INC,3282,NYSE,YUM,5812,Eating Places
855,0000889900,PATTERSON UTI ENERGY INC,7031,Nasdaq Global Market,PTEN,1381,Drilling Oil and Gas Wells
856,0000085961,RYDER SYSTEM INC,2468,NYSE,R,7510,"Automotive Rental And Leasing, Without Drivers"
857,0000019617,JPMORGAN CHASE & CO,8702,NYSE,JPM,6021,National Commercial Banks
858,0000353020,AEGION CORP,1653,Nasdaq Global Market,AEGN,1623,"Water, Sewer, Pipeline, and Communications and Power Line Constr"
859,0000885074,AUTHENTIDATE HOLDING CORP,7529,OTC,ADAT,7373,Computer Integrated Systems Design
860,0001567892,MALLINCKRODT PLC,898721,NYSE,MNK,2834,Pharmaceutical Preparations
861,0001056288,FEDERATED INVESTORS INC /PA/,9206,NYSE,FII,6282,Investment Advice
862,0001048477,BIOMARIN PHARMACEUTICAL INC,7265,Nasdaq Global Market,BMRN,2834,Pharmaceutical Preparations
863,0001375365,"SUPER MICRO COMPUTER, INC.",725105,Nasdaq Global Market,SMCI,3571,Electronic Computers
864,0000766421,"ALASKA AIR GROUP, INC.",1228,NYSE,ALK,4512,"Air Transportation, Scheduled"
865,0001403568,"ULTA SALON, COSMETICS & FRAGRANCE, INC.",750092,Nasdaq Global Market,ULTA,5990,"Retail Stores, Not Elsewhere Classified"
866,0001326583,WEBMD HEALTH CORP.,673669,Nasdaq Global Market,WBMD,7389,"Business Services, Not Elsewhere Classified"
867,0001013871,"NRG ENERGY, INC.",28695,NYSE,NRG,4911,Electric Services
868,0000884614,UGI CORP /PA/,10716,NYSE,UGI,4932,Gas and Other Services Combined
869,0000089089,SERVICE CORPORATION INTERNATIONAL,9713,NYSE,SCI,7200,Services-Personal Services
870,0000866609,ION GEOPHYSICAL CORP,1291,NYSE,IO,1382,Oil and Gas Field Exploration Services
871,0000804328,QUALCOMM INC/DE,1224,Nasdaq Global Market,QCOM,3663,Radio and Television Broadcasting and Communications Equipment
872,0000899923,MYRIAD GENETICS INC,8170,Nasdaq Global Market,MYGN,2835,In Vitro and In Vivo Diagnostic Substances
873,0000749251,GARTNER INC,9181,NYSE,IT,8741,Management Services
874,0000945699,IXYS CORP /DE/,10034,Nasdaq Global Market,IXYS,3674,Semiconductors and Related Devices
875,0001318605,TESLA MOTORS INC,665410,Nasdaq Global Market,TSLA,3711,Motor Vehicles and Passenger Car Bodies
876,0000737758,TORO CO,7010,NYSE,TTC,3524,Lawn and Garden Tractors and Home Lawn and Garden Equipment
877,0000896159,CHUBB LTD,5201,NYSE,CB,6331,"Fire, Marine, and Casualty Insurance"
878,0001168696,REGAL ENTERTAINMENT GROUP,100423,NYSE,RGC,7830,Motion Picture Theaters
879,0000014272,BRISTOL MYERS SQUIBB CO,919,NYSE,BMY,2834,Pharmaceutical Preparations
880,0000883902,NCI BUILDING SYSTEMS INC,9959,NYSE,NCS,3448,Prefabricated Metal Buildings and Components
881,0001048911,FEDEX CORP,44679,NYSE,FDX,4513,Air Courier Services
882,0001059562,LMI AEROSPACE INC,1008,Nasdaq Global Market,LMIA,3728,"Aircraft Parts and Auxiliary Equipment, Not Elsewhere Classified"
883,0001043604,JUNIPER NETWORKS INC,4896,NYSE,JNPR,3576,Computer Communications Equipment
884,0001373444,ITALK INC.,724442,OTC,TALK,4813,"Telephone Communications, Except Radiotelephone"
885,0000039263,"CULLEN/FROST BANKERS, INC.",9873,NYSE,CFR,6021,National Commercial Banks
886,0000900349,"PERRY ELLIS INTERNATIONAL, INC",7830,Nasdaq Global Market,PERY,2320,"Men's And Boys' Furnishings, Work Clothing, And Allied Garments"
887,0001327811,"WORKDAY, INC.",674590,NYSE,WDAY,7374,Computer Processing and Data Preparation and Processing Services
888,0001603923,WEATHERFORD INTERNATIONAL PLC,931317,NYSE,WFT,3533,Oil and Gas Field Machinery and Equipment
889,0000717423,MURPHY OIL CORP /DE,2584,NYSE,MUR,1311,Crude Petroleum and Natural Gas
890,0001211351,"NEW YORK & COMPANY, INC.",389278,NYSE,NWY,5621,Women's Clothing Stores
891,0000949039,DIAMOND OFFSHORE DRILLING INC,4452,NYSE,DO,1381,Drilling Oil and Gas Wells
892,0001477294,SENSATA TECHNOLOGIES HOLDING N.V.,816487,NYSE,ST,3823,"Industrial Instruments for Measurement, Display, and Control of "
893,0000895417,EQUITY LIFESTYLE PROPERTIES INC,4567,NYSE,ELS,6798,Real Estate Investment Trusts
894,0000059558,LINCOLN NATIONAL CORP,10422,NYSE,LNC,6311,Life Insurance
895,0000744825,AMERICAN SHARED HOSPITAL SERVICES,6464,NYSE MKT,AMS,8071,Medical Laboratories
896,0001096056,LUXFER HOLDINGS PLC,107562,NYSE,LXFR,2810,Industrial Inorganic Chemicals
897,0000075288,OXFORD INDUSTRIES INC,8023,NYSE,OXM,2320,"Men's And Boys' Furnishings, Work Clothing, And Allied Garments"
898,0001424454,ROVI CORP,768228,Nasdaq Global Market,ROVI,6794,Patent Owners and Lessors
899,0000797468,OCCIDENTAL PETROLEUM CORP /DE/,6009,NYSE,OXY,1311,Crude Petroleum and Natural Gas
900,0001032208,SEMPRA ENERGY,1237,NYSE,SRE,4932,Gas and Other Services Combined
901,0001604778,"QORVO, INC.",932500,Nasdaq Global Market,QRVO,3674,Semiconductors and Related Devices
902,0001434614,SANDSTORM GOLD LTD,777889,NYSE MKT,SAND,1040,Gold And Silver Ores
903,0000903129,GENTHERM INC,8634,Nasdaq Global Market,THRM,3714,Motor Vehicle Parts and Accessories
904,0001534701,PHILLIPS 66,867913,NYSE,PSX,2911,Petroleum Refining
905,0000927003,ADVANCED ENERGY INDUSTRIES INC,6010,Nasdaq Global Market,AEIS,3679,"Electronic Components, Not Elsewhere Classified"
906,0000790703,TECH DATA CORP,8983,Nasdaq Global Market,TECD,5045,Computers and Computer Peripheral Equipment and Software
907,0000789460,WORLD FUEL SERVICES CORP,5017,NYSE,INT,5172,"Petroleum and Petroleum Products Wholesalers, Except Bulk Statio"
908,0001271024,LINKEDIN CORP,606852,NYSE,LNKD,7370,"Computer Programming, Data Processing, And"
909,0000861884,RELIANCE STEEL & ALUMINUM CO,1088,NYSE,RS,5051,Metals Service Centers and Offices
910,0001008654,TUPPERWARE BRANDS CORP,10727,NYSE,TUP,3089,"Plastics Products, Not Elsewhere Classified"
911,0000703351,BRINKER INTERNATIONAL INC,7052,NYSE,EAT,5812,Eating Places
912,0000790816,BRANDYWINE REALTY TRUST,8858,NYSE,BDN,6798,Real Estate Investment Trusts
913,0000908937,SIRIUS XM HOLDINGS INC.,1133,Nasdaq Global Market,SIRI,4832,Radio Broadcasting Stations
914,0001094517,TOYOTA MOTOR CORP/,100216,NYSE,TM,3711,Motor Vehicles and Passenger Car Bodies
915,0001486159,OASIS PETROLEUM INC.,823087,NYSE,OAS,1311,Crude Petroleum and Natural Gas
916,0001004155,AGL RESOURCES INC,6562,NYSE,GAS,4924,Natural Gas Distribution
917,0000006201,AMERICAN AIRLINES GROUP INC.,8717,Nasdaq Global Market,AAL,4512,"Air Transportation, Scheduled"
918,0000863064,RIO TINTO PLC,24067,NYSE,RIO,1000,Metal Mining
919,0000879526,WABASH NATIONAL CORP /DE,9068,NYSE,WNC,3715,Truck Trailers
920,0000355811,GENTEX CORP,1895,Nasdaq Global Market,GNTX,3714,Motor Vehicle Parts and Accessories
921,0001610114,NEW SENIOR INVESTMENT GROUP INC.,937176,NYSE,SNR,6798,Real Estate Investment Trusts
922,0000354950,HOME DEPOT INC,9901,NYSE,HD,5211,Lumber and Other Building Materials Dealers
923,0000873860,OCWEN FINANCIAL CORP,10413,NYSE,OCN,6162,Mortgage Bankers and Loan Correspondents
924,0000203527,VARIAN MEDICAL SYSTEMS INC,8917,NYSE,VAR,3845,Electromedical and Electrotherapeutic Apparatus
925,0000883241,SYNOPSYS INC,9572,Nasdaq Global Market,SNPS,7372,Prepackaged Software
926,0000751364,"NATIONAL RETAIL PROPERTIES, INC.",11382,NYSE,NNN,6798,Real Estate Investment Trusts
927,0000095574,SUPERIOR UNIFORM GROUP INC,2679,Nasdaq Global Market,SGC,2300,Apparel & Other Finishd Prods of Fabrics & Similar Matl
928,0001375877,CANADIAN SOLAR INC.,724142,Nasdaq Global Market,CSIQ,3674,Semiconductors and Related Devices
929,0001158463,JETBLUE AIRWAYS CORP,97488,Nasdaq Global Market,JBLU,4512,"Air Transportation, Scheduled"
930,0000086312,"TRAVELERS COMPANIES, INC.",8335,NYSE,TRV,6331,"Fire, Marine, and Casualty Insurance"
931,0000098752,TOROTEL INC,6703,OTC,TTLO,3677,"Electronic Coils, Transformers, and Other Inductors"
932,0000106640,WHIRLPOOL CORP /DE/,8508,NYSE,WHR,3630,Household Appliances
933,0000865752,MONSTER BEVERAGE CORP,7367,Nasdaq Global Market,MNST,2086,Bottled and Canned Soft Drinks and Carbonated Waters
934,0001011835,"MEDIVATION, INC.",9815,Nasdaq Global Market,MDVN,2834,Pharmaceutical Preparations
935,0000723531,PAYCHEX INC,11466,Nasdaq Global Market,PAYX,8700,"Services-Engineering, Accounting, Research, Management"
936,0000849399,SYMANTEC CORP,5996,Nasdaq Global Market,SYMC,7372,Prepackaged Software
937,0000103730,VISHAY INTERTECHNOLOGY INC,10900,NYSE,VSH,3670,Electronic Components And Accessories
938,0000791519,STAPLES INC,6704,Nasdaq Global Market,SPLS,5940,Miscellaneous Shopping Goods Stores
939,0000087347,SCHLUMBERGER LTD /NV/,2410,NYSE,SLB,1389,"Oil and Gas Field Services, Not Elsewhere Classified"
940,0000202058,HARRIS CORP /DE/,3545,NYSE,HRS,3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nauti"
941,0000100517,"UNITED CONTINENTAL HOLDINGS, INC.",2471,NYSE,UAL,4512,"Air Transportation, Scheduled"
942,0001077183,NEOGENOMICS INC,3475,Nasdaq Capital Market,NEO,8734,Testing Laboratories
943,0001061894,GILDAN ACTIVEWEAR INC.,9951,NYSE,GIL,2300,Apparel & Other Finishd Prods of Fabrics & Similar Matl
944,0001282266,"WINDSTREAM HOLDINGS, INC.",630551,Nasdaq Global Market,WIN,4813,"Telephone Communications, Except Radiotelephone"
945,0001103982,"MONDELEZ INTERNATIONAL, INC.",71240,Nasdaq Global Market,MDLZ,2000,Food and kindred products
946,0000811156,CMS ENERGY CORP,3021,NYSE,CMS,4931,Electric and Other Services Combined
947,0001452575,MEAD JOHNSON NUTRITION CO,794428,NYSE,MJN,2000,Food and kindred products
948,0001373715,"SERVICENOW, INC.",719285,NYSE,NOW,7372,Prepackaged Software
949,0001262823,WESTLAKE CHEMICAL CORP,596340,NYSE,WLK,2860,Industrial Organic Chemicals
950,0000046765,"HELMERICH & PAYNE, INC.",2230,NYSE,HP,1381,Drilling Oil and Gas Wells
951,0000920760,LENNAR CORP /NEW/,29792,NYSE,LEN,1520,General Building Contractors-Residential Buildings
952,0001574963,"WORLD POINT TERMINALS, LP",908931,NYSE,WPT,5171,Petroleum Bulk stations and Terminals
953,0000016732,CAMPBELL SOUP CO,8588,NYSE,CPB,2000,Food and kindred products
954,0000904979,SHILOH INDUSTRIES INC,7399,Nasdaq Global Market,SHLO,3460,Metal Forgings And Stampings
955,0001025996,KILROY REALTY CORP,8343,NYSE,KRC,6798,Real Estate Investment Trusts
956,0000858655,HAYNES INTERNATIONAL INC,30258,Nasdaq Global Market,HAYN,3310,"Steel Works, Blast Furnaces, And Rolling And"
957,0000814052,TELEFONICA S A,98749,NYSE,TEF,4813,"Telephone Communications, Except Radiotelephone"
958,0000310056,VICON INDUSTRIES INC /NY/,6137,NYSE MKT,VII,3669,"Communications Equipment, Not Elsewhere Classified"
959,0001178819,ALAMOS GOLD INC,375393,NYSE,AGI,1040,Gold And Silver Ores
960,0001038357,PIONEER NATURAL RESOURCES CO,6248,NYSE,PXD,1311,Crude Petroleum and Natural Gas
961,0001090425,LAMAR ADVERTISING CO/NEW,2692,Nasdaq Global Market,LAMR,6798,Real Estate Investment Trusts
962,0000884905,PRAXAIR INC,3120,NYSE,PX,2810,Industrial Inorganic Chemicals
963,0001005699,MAGICJACK VOCALTEC LTD,72365,Nasdaq Capital Market,CALL,4813,"Telephone Communications, Except Radiotelephone"
964,0001131096,ATHENAHEALTH INC,159787,Nasdaq Global Market,ATHN,7389,"Business Services, Not Elsewhere Classified"
965,0000879169,INCYTE CORP,6583,Nasdaq Global Market,INCY,8731,Commercial Physical and Biological Research
966,0001001385,NORTHWEST PIPE CO,11593,Nasdaq Global Market,NWPX,3317,Steel Pipe and Tubes
967,0000945394,HOSPITALITY PROPERTIES TRUST,3072,NYSE,HPT,6798,Real Estate Investment Trusts
968,0001487371,"GENMARK DIAGNOSTICS, INC.",824263,Nasdaq Global Market,GNMK,3841,Surgical and Medical Instruments and Apparatus
969,0000097210,"TERADYNE, INC",1639,NYSE,TER,3825,Instruments for Measuring and Testing of Electricity and Electri
970,0000825542,SCOTTS MIRACLE-GRO CO,10471,NYSE,SMG,2870,Agricultural Chemicals
971,0000084748,ROGERS CORP,2620,NYSE,ROG,2821,"Plastics Materials, Synthetic Resins, and Nonvulcanizable Elasto"
972,0000943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,4945,NYSE,WAB,3743,Railroad Equipment
973,0000005513,UNUM GROUP,3309,NYSE,UNM,6321,Accident and Health Insurance
974,0000100378,TWIN DISC INC,7594,Nasdaq Global Market,TWIN,3560,General Industrial Machinery And Equipment
975,0001393052,VEEVA SYSTEMS INC,737944,NYSE,VEEV,7372,Prepackaged Software
976,0000916365,TRACTOR SUPPLY CO /DE/,7370,Nasdaq Global Market,TSCO,5200,"Retail-Building Materials, Hardware, Garden Supply"
977,0000814585,MBIA INC,7168,NYSE,MBI,6351,Surety Insurance
978,0001026655,CORE MOLDING TECHNOLOGIES INC,124,NYSE MKT,CMT,3089,"Plastics Products, Not Elsewhere Classified"
979,0000103145,VEECO INSTRUMENTS INC,11608,Nasdaq Global Market,VECO,3559,"Special Industry Machinery, Not Elsewhere Classified"
980,0000879101,KIMCO REALTY CORP,6651,NYSE,KIM,6798,Real Estate Investment Trusts
981,0001323468,GLOBAL PARTNERS LP,673344,NYSE,GLP,5171,Petroleum Bulk stations and Terminals
982,0001359841,HANESBRANDS INC.,709744,NYSE,HBI,5600,Retail-Apparel & Accessory Stores
983,0000225263,NEWPORT CORP,115,Nasdaq Global Market,NEWP,3821,Laboratory Apparatus and Furniture
984,0001055160,"MFA FINANCIAL, INC.",10168,NYSE,MFA,6798,Real Estate Investment Trusts
985,0000078128,AQUA AMERICA INC,6450,NYSE,WTR,4941,Water Supply
986,0001121484,"OIL STATES INTERNATIONAL, INC",78291,NYSE,OIS,3533,Oil and Gas Field Machinery and Equipment
987,0000874716,IDEXX LABORATORIES INC /DE,11057,Nasdaq Global Market,IDXX,2835,In Vitro and In Vivo Diagnostic Substances
988,0001297996,"DIGITAL REALTY TRUST, INC.",645189,NYSE,DLR,6798,Real Estate Investment Trusts
989,0000884887,ROYAL CARIBBEAN CRUISES LTD,6117,NYSE,RCL,4400,Water transportation
990,0000928876,TOWER SEMICONDUCTOR LTD,2901,Nasdaq Global Market,TSEM,3674,Semiconductors and Related Devices
991,0000943819,RESMED INC,4174,NYSE,RMD,3841,Surgical and Medical Instruments and Apparatus
992,0001342874,TERNIUM S.A.,695819,NYSE,TX,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling "
993,0001311241,INTERMOLECULAR INC,657705,Nasdaq Global Market,IMI,3674,Semiconductors and Related Devices
994,0001584952,EP ENERGY CORP,914747,NYSE,EPE,1311,Crude Petroleum and Natural Gas
995,0001138951,LEAPFROG ENTERPRISES INC,108193,NYSE,LF,3944,"Games, Toys, and Children's Vehicles, Except Dolls and Bicycles"
996,0000832101,IDEX CORP /DE/,3872,NYSE,IEX,3561,Pumps and Pumping Equipment
997,0000075252,OWENS & MINOR INC/VA/,10704,NYSE,OMI,5047,"Medical, Dental, and Hospital Equipment and Supplies"
998,0001164863,"ENPRO INDUSTRIES, INC",95876,NYSE,NPO,3050,"Gaskets, Packing, And Sealing Devices And Rubber"
999,0001353283,SPLUNK INC,699512,Nasdaq Global Market,SPLK,7372,Prepackaged Software
1000,0001102112,PACWEST BANCORP,70521,Nasdaq Global Market,PACW,6021,National Commercial Banks
1001,0000078239,PVH CORP. /DE/,7165,NYSE,PVH,2320,"Men's And Boys' Furnishings, Work Clothing, And Allied Garments"
1002,0001368458,"SALLY BEAUTY HOLDINGS, INC.",717033,NYSE,SBH,5990,"Retail Stores, Not Elsewhere Classified"
1003,0000108772,XEROX CORP,8827,NYSE,XRX,7389,"Business Services, Not Elsewhere Classified"
1004,0001502034,"GNC HOLDINGS, INC.",837923,NYSE,GNC,5400,Retail-Food Stores
1005,0001319947,DSW INC.,667220,NYSE,DSW,5661,Shoe Stores
1006,0000728535,HUNT J B TRANSPORT SERVICES INC,10753,Nasdaq Global Market,JBHT,4213,"Trucking, Except Local"
1007,0001030206,VASCULAR SOLUTIONS INC,11739,Nasdaq Global Market,VASC,3841,Surgical and Medical Instruments and Apparatus
1008,0000060667,LOWES COMPANIES INC,5395,NYSE,LOW,5211,Lumber and Other Building Materials Dealers
1009,0001624899,STERIS PLC,950898,NYSE,STE,3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies"
1010,0000101984,UNIVERSAL ELECTRONICS INC,10978,Nasdaq Global Market,UEIC,3651,Household Audio and Video Equipment
