,link,size,filing_date,year,cik,conformed_name
2176,https://www.sec.gov/Archives/edgar/data/1002047/000119312519161054/0001193125-19-161054-index.htm,392 KB,2019-05-30,2019,0001002047,"NetApp, Inc."
2182,https://www.sec.gov/Archives/edgar/data/98246/000009824619000066/0000098246-19-000066-index.htm,182 KB,2019-05-24,2019,0000098246,TIFFANY & CO
2192,https://www.sec.gov/Archives/edgar/data/882835/000088283519000024/0000882835-19-000024-index.htm,449 KB,2019-05-30,2019,0000882835,ROPER TECHNOLOGIES INC
2204,https://www.sec.gov/Archives/edgar/data/1065837/000119312519162776/0001193125-19-162776-index.htm,14 KB,2019-05-31,2019,0001065837,SKECHERS USA INC
2210,https://www.sec.gov/Archives/edgar/data/1015650/000119312519161766/0001193125-19-161766-index.htm,20 KB,2019-05-31,2019,0001015650,SK TELECOM CO LTD
2216,https://www.sec.gov/Archives/edgar/data/67347/000114036119010157/0001140361-19-010157-index.htm,606 KB,2019-05-31,2019,0000067347,MODINE MANUFACTURING CO
2222,https://www.sec.gov/Archives/edgar/data/897723/000110465919033119/0001104659-19-033119-index.htm,295 KB,2019-05-31,2019,0000897723,SANMINA CORP
2231,https://www.sec.gov/Archives/edgar/data/932695/000119312519158780/0001193125-19-158780-index.htm,34 KB,2019-05-29,2019,0000932695,CHINA YUCHAI INTERNATIONAL LTD
2237,https://www.sec.gov/Archives/edgar/data/716314/000119312519162896/0001193125-19-162896-index.htm,16 KB,2019-05-31,2019,0000716314,GRAHAM CORP
2243,https://www.sec.gov/Archives/edgar/data/722723/000110465919032410/0001104659-19-032410-index.htm,42 KB,2019-05-29,2019,0000722723,"HANGER, INC."
2249,https://www.sec.gov/Archives/edgar/data/1013606/000101360619000097/0001013606-19-000097-index.htm,145 KB,2019-05-30,2019,0001013606,ENDOLOGIX INC /DE/
2255,https://www.sec.gov/Archives/edgar/data/1107843/000119312519162902/0001193125-19-162902-index.htm,151 KB,2019-05-31,2019,0001107843,"QUALYS, INC."
2261,https://www.sec.gov/Archives/edgar/data/1571123/000157112319000013/0001571123-19-000013-index.htm,63 KB,2019-05-28,2019,0001571123,Science Applications International Corp
2266,https://www.sec.gov/Archives/edgar/data/1294133/000156459019020936/0001564590-19-020936-index.htm,612 KB,2019-05-30,2019,0001294133,Inogen Inc
2270,https://www.sec.gov/Archives/edgar/data/1681622/000168162219000053/0001681622-19-000053-index.htm,481 KB,2019-05-29,2019,0001681622,Varex Imaging Corp
2272,https://www.sec.gov/Archives/edgar/data/3197/000156459019020566/0001564590-19-020566-index.htm,75 KB,2019-05-28,2019,0000003197,CECO ENVIRONMENTAL CORP
2278,https://www.sec.gov/Archives/edgar/data/1494891/000161577419009021/0001615774-19-009021-index.htm,21 KB,2019-05-31,2019,0001494891,"Sensus Healthcare, Inc."
2280,https://www.sec.gov/Archives/edgar/data/354950/000035495019000033/0000354950-19-000033-index.htm,333 KB,2019-05-31,2019,0000354950,"HOME DEPOT, INC."
2286,https://www.sec.gov/Archives/edgar/data/63296/000006329619000038/0000063296-19-000038-index.htm,33 KB,2019-05-28,2019,0000063296,MATTHEWS INTERNATIONAL CORP
2292,https://www.sec.gov/Archives/edgar/data/1259515/000110465919033056/0001104659-19-033056-index.htm,464 KB,2019-05-31,2019,0001259515,CONTROL4 CORP
2296,https://www.sec.gov/Archives/edgar/data/98362/000119312519162359/0001193125-19-162359-index.htm,31 KB,2019-05-31,2019,0000098362,TIMKEN CO
2302,https://www.sec.gov/Archives/edgar/data/355948/000156459019021214/0001564590-19-021214-index.htm,86 KB,2019-05-31,2019,0000355948,RICHARDSON ELECTRONICS LTD/DE
2308,https://www.sec.gov/Archives/edgar/data/33533/000117494719000741/0001174947-19-000741-index.htm,65 KB,2019-05-30,2019,0000033533,ESPEY MFG & ELECTRONICS CORP
2314,https://www.sec.gov/Archives/edgar/data/933974/000155837019005319/0001558370-19-005319-index.htm,402 KB,2019-05-28,2019,0000933974,"Brooks Automation, Inc."
2320,https://www.sec.gov/Archives/edgar/data/60667/000006066719000083/0000060667-19-000083-index.htm,223 KB,2019-05-31,2019,0000060667,LOWES COMPANIES INC
2326,https://www.sec.gov/Archives/edgar/data/796505/000117184319003449/0001171843-19-003449-index.htm,26 KB,2019-05-17,2019,0000796505,"Clearfield, Inc."
2332,https://www.sec.gov/Archives/edgar/data/315449/000155837019005257/0001558370-19-005257-index.htm,121 KB,2019-05-22,2019,0000315449,UQM TECHNOLOGIES INC
2338,https://www.sec.gov/Archives/edgar/data/1164863/000116486319000022/0001164863-19-000022-index.htm,112 KB,2019-05-31,2019,0001164863,"ENPRO INDUSTRIES, INC"
2344,https://www.sec.gov/Archives/edgar/data/1007587/000110465919031672/0001104659-19-031672-index.htm,490 KB,2019-05-24,2019,0001007587,KVH INDUSTRIES INC \DE\
2350,https://www.sec.gov/Archives/edgar/data/1002517/000100251719000014/0001002517-19-000014-index.htm,51 KB,2019-05-31,2019,0001002517,"Nuance Communications, Inc."
2359,https://www.sec.gov/Archives/edgar/data/1027664/000162828019007112/0001628280-19-007112-index.htm,361 KB,2019-05-23,2019,0001027664,ELBIT SYSTEMS LTD
2371,https://www.sec.gov/Archives/edgar/data/1022671/000110465919032668/0001104659-19-032668-index.htm,24 KB,2019-05-30,2019,0001022671,STEEL DYNAMICS INC
2380,https://www.sec.gov/Archives/edgar/data/1013871/000141057819000316/0001410578-19-000316-index.htm,144 KB,2019-06-10,2019,0001013871,"NRG ENERGY, INC."
2384,https://www.sec.gov/Archives/edgar/data/878526/000087852619000081/0000878526-19-000081-index.htm,86 KB,2019-05-31,2019,0000878526,NATUS MEDICAL INC
2386,https://www.sec.gov/Archives/edgar/data/937556/000093755619000097/0000937556-19-000097-index.htm,360 KB,2019-05-29,2019,0000937556,MASIMO CORP
2392,https://www.sec.gov/Archives/edgar/data/1652044/000165204419000018/0001652044-19-000018-index.htm,477 KB,2019-05-30,2019,0001652044,Alphabet Inc.
2396,https://www.sec.gov/Archives/edgar/data/95574/000143774919011141/0001437749-19-011141-index.htm,22 KB,2019-05-31,2019,0000095574,"SUPERIOR GROUP OF COMPANIES, INC."
2402,https://www.sec.gov/Archives/edgar/data/1649744/000089271219000228/0000892712-19-000228-index.htm,27 KB,2019-05-28,2019,0001649744,DULUTH HOLDINGS INC.
2404,https://www.sec.gov/Archives/edgar/data/1002135/000100213519000010/0001002135-19-000010-index.htm,541 KB,2019-05-24,2019,0001002135,WESTELL TECHNOLOGIES INC
2410,https://www.sec.gov/Archives/edgar/data/1318605/000156459019020762/0001564590-19-020762-index.htm,475 KB,2019-05-29,2019,0001318605,"Tesla, Inc."
2416,https://www.sec.gov/Archives/edgar/data/926282/000156459019020812/0001564590-19-020812-index.htm,106 KB,2019-05-30,2019,0000926282,ADTRAN INC
2422,https://www.sec.gov/Archives/edgar/data/808362/000095010319007313/0000950103-19-007313-index.htm,505 KB,2019-05-31,2019,0000808362,BAKER HUGHES a GE Co LLC
2428,https://www.sec.gov/Archives/edgar/data/1551152/000110465919033158/0001104659-19-033158-index.htm,44 KB,2019-05-31,2019,0001551152,AbbVie Inc.
2434,https://www.sec.gov/Archives/edgar/data/1003935/000117891319001615/0001178913-19-001615-index.htm,42 KB,2019-05-30,2019,0001003935,NICE Ltd.
2440,https://www.sec.gov/Archives/edgar/data/1308547/000119312519161419/0001193125-19-161419-index.htm,150 KB,2019-05-30,2019,0001308547,"Dolby Laboratories, Inc."
2454,https://www.sec.gov/Archives/edgar/data/1239819/000123981919000069/0001239819-19-000069-index.htm,39 KB,2019-05-29,2019,0001239819,LUNA INNOVATIONS INC
2465,https://www.sec.gov/Archives/edgar/data/711404/000119312519162901/0001193125-19-162901-index.htm,39 KB,2019-05-31,2019,0000711404,"COOPER COMPANIES, INC."
2471,https://www.sec.gov/Archives/edgar/data/1078207/000107820719000031/0001078207-19-000031-index.htm,67 KB,2019-05-31,2019,0001078207,"NAUTILUS, INC."
2477,https://www.sec.gov/Archives/edgar/data/1512077/000119312519161441/0001193125-19-161441-index.htm,30 KB,2019-05-30,2019,0001512077,Global Eagle Entertainment Inc.
2480,https://www.sec.gov/Archives/edgar/data/1406666/000140666619000082/0001406666-19-000082-index.htm,363 KB,2019-05-28,2019,0001406666,"CALIX, INC"
2486,https://www.sec.gov/Archives/edgar/data/889331/000088933119000032/0000889331-19-000032-index.htm,444 KB,2019-05-30,2019,0000889331,LITTELFUSE INC /DE
2493,https://www.sec.gov/Archives/edgar/data/1651235/000165123519000129/0001651235-19-000129-index.htm,385 KB,2019-05-31,2019,0001651235,"Acacia Communications, Inc."
2495,https://www.sec.gov/Archives/edgar/data/1672013/000167201319000035/0001672013-19-000035-index.htm,116 KB,2019-05-24,2019,0001672013,Acushnet Holdings Corp.
2496,https://www.sec.gov/Archives/edgar/data/1073404/000110465919033100/0001104659-19-033100-index.htm,21 KB,2019-05-31,2019,0001073404,GERDAU S.A.
2502,https://www.sec.gov/Archives/edgar/data/764478/000156276219000145/0001562762-19-000145-index.htm,631 KB,2019-05-31,2019,0000764478,BEST BUY CO INC
2508,https://www.sec.gov/Archives/edgar/data/1590976/000159097619000041/0001590976-19-000041-index.htm,1 MB,2019-05-21,2019,0001590976,"Malibu Boats, Inc."
2512,https://www.sec.gov/Archives/edgar/data/1049521/000104952119000019/0001049521-19-000019-index.htm,50 KB,2019-05-30,2019,0001049521,MERCURY SYSTEMS INC
2518,https://www.sec.gov/Archives/edgar/data/780571/000078057119000018/0000780571-19-000018-index.htm,41 KB,2019-05-17,2019,0000780571,"ITRON, INC."
2531,https://www.sec.gov/Archives/edgar/data/1592058/000119312519156983/0001193125-19-156983-index.htm,55 KB,2019-05-24,2019,0001592058,Party City Holdco Inc.
2538,https://www.sec.gov/Archives/edgar/data/31235/000156459019021109/0001564590-19-021109-index.htm,963 KB,2019-05-31,2019,0000031235,EASTMAN KODAK CO
2544,https://www.sec.gov/Archives/edgar/data/1070304/000119312519158789/0001193125-19-158789-index.htm,24 KB,2019-05-29,2019,0001070304,ORIX CORP
2550,https://www.sec.gov/Archives/edgar/data/16058/000156459019021229/0001564590-19-021229-index.htm,410 KB,2019-05-31,2019,0000016058,CACI INTERNATIONAL INC /DE/
2556,https://www.sec.gov/Archives/edgar/data/804753/000080475319000024/0000804753-19-000024-index.htm,46 KB,2019-05-17,2019,0000804753,CERNER Corp
2562,https://www.sec.gov/Archives/edgar/data/21535/000143774919010830/0001437749-19-010830-index.htm,1 MB,2019-05-24,2019,0000021535,COHU INC
2568,https://www.sec.gov/Archives/edgar/data/1613103/000161310319000019/0001613103-19-000019-index.htm,977 KB,2019-05-08,2019,0001613103,Medtronic plc
2573,https://www.sec.gov/Archives/edgar/data/919012/000119312519157127/0001193125-19-157127-index.htm,83 KB,2019-05-24,2019,0000919012,AMERICAN EAGLE OUTFITTERS INC
2579,https://www.sec.gov/Archives/edgar/data/60977/000114420419029048/0001144204-19-029048-index.htm,16 KB,2019-05-31,2019,0000060977,LYDALL INC /DE/
2588,https://www.sec.gov/Archives/edgar/data/1144215/000114421519000061/0001144215-19-000061-index.htm,320 KB,2019-05-30,2019,0001144215,ACUITY BRANDS INC
2594,https://www.sec.gov/Archives/edgar/data/1018963/000119312519161458/0001193125-19-161458-index.htm,23 KB,2019-05-30,2019,0001018963,ALLEGHENY TECHNOLOGIES INC
2600,https://www.sec.gov/Archives/edgar/data/892553/000089255319000085/0000892553-19-000085-index.htm,65 KB,2019-05-31,2019,0000892553,CHART INDUSTRIES INC
2608,https://www.sec.gov/Archives/edgar/data/1428439/000119312519162841/0001193125-19-162841-index.htm,136 KB,2019-05-31,2019,0001428439,"ROKU, INC"
2609,https://www.sec.gov/Archives/edgar/data/730263/000119312519161264/0001193125-19-161264-index.htm,109 KB,2019-05-30,2019,0000730263,THOR INDUSTRIES INC
2615,https://www.sec.gov/Archives/edgar/data/1126741/000110465919026012/0001104659-19-026012-index.htm,23 KB,2019-05-01,2019,0001126741,GSI TECHNOLOGY INC
2624,https://www.sec.gov/Archives/edgar/data/811596/000081159619000032/0000811596-19-000032-index.htm,31 KB,2019-05-24,2019,0000811596,KAISER ALUMINUM CORP
2629,https://www.sec.gov/Archives/edgar/data/879526/000087952619000036/0000879526-19-000036-index.htm,498 KB,2019-05-31,2019,0000879526,WABASH NATIONAL Corp
2635,https://www.sec.gov/Archives/edgar/data/1566469/000156646919000028/0001566469-19-000028-index.htm,125 KB,2019-05-31,2019,0001566469,"NantHealth, Inc."
2636,https://www.sec.gov/Archives/edgar/data/861884/000110465919031990/0001104659-19-031990-index.htm,24 KB,2019-05-28,2019,0000861884,RELIANCE STEEL & ALUMINUM CO
2642,https://www.sec.gov/Archives/edgar/data/1032975/000103297519000031/0001032975-19-000031-index.htm,335 KB,2019-05-31,2019,0001032975,LOGITECH INTERNATIONAL SA
2648,https://www.sec.gov/Archives/edgar/data/100726/000156459019019434/0001564590-19-019434-index.htm,26 KB,2019-05-15,2019,0000100726,UNIFI INC
2654,https://www.sec.gov/Archives/edgar/data/1707092/000170709219000009/0001707092-19-000009-index.htm,343 KB,2019-05-31,2019,0001707092,Delphi Technologies PLC
2655,https://www.sec.gov/Archives/edgar/data/1318568/000131856819000105/0001318568-19-000105-index.htm,306 KB,2019-05-24,2019,0001318568,Everi Holdings Inc.
2663,https://www.sec.gov/Archives/edgar/data/1160958/000143774919011136/0001437749-19-011136-index.htm,50 KB,2019-05-31,2019,0001160958,INPHI Corp
2669,https://www.sec.gov/Archives/edgar/data/879764/000163462119000038/0001634621-19-000038-index.htm,310 KB,2019-05-31,2019,0000879764,TOTAL S.A.
2676,https://www.sec.gov/Archives/edgar/data/867374/000119312519161338/0001193125-19-161338-index.htm,278 KB,2019-05-30,2019,0000867374,ELECTRONICS FOR IMAGING INC
2682,https://www.sec.gov/Archives/edgar/data/1211351/000110465919033117/0001104659-19-033117-index.htm,26 KB,2019-05-31,2019,0001211351,"RTW Retailwinds, Inc."
2688,https://www.sec.gov/Archives/edgar/data/89140/000114420419029104/0001144204-19-029104-index.htm,22 KB,2019-05-31,2019,0000089140,SERVOTRONICS INC /DE/
2699,https://www.sec.gov/Archives/edgar/data/42682/000119312519162139/0001193125-19-162139-index.htm,172 KB,2019-05-31,2019,0000042682,GORMAN RUPP CO
2705,https://www.sec.gov/Archives/edgar/data/23197/000002319719000013/0000023197-19-000013-index.htm,76 KB,2019-05-29,2019,0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/
2711,https://www.sec.gov/Archives/edgar/data/745732/000074573219000024/0000745732-19-000024-index.htm,27 KB,2019-05-28,2019,0000745732,"ROSS STORES, INC."
2717,https://www.sec.gov/Archives/edgar/data/27419/000110465919032972/0001104659-19-032972-index.htm,203 KB,2019-05-31,2019,0000027419,TARGET CORP
2723,https://www.sec.gov/Archives/edgar/data/27996/000002799619000073/0000027996-19-000073-index.htm,131 KB,2019-05-31,2019,0000027996,DELUXE CORP
2733,https://www.sec.gov/Archives/edgar/data/48898/000119312519143071/0001193125-19-143071-index.htm,38 KB,2019-05-09,2019,0000048898,HUBBELL INC
2739,https://www.sec.gov/Archives/edgar/data/743316/000074331619000015/0000743316-19-000015-index.htm,523 KB,2019-05-29,2019,0000743316,MAXIM INTEGRATED PRODUCTS INC
2747,https://www.sec.gov/Archives/edgar/data/1466593/000143774919011114/0001437749-19-011114-index.htm,49 KB,2019-05-31,2019,0001466593,Otter Tail Corp
2753,https://www.sec.gov/Archives/edgar/data/794367/000079436719000072/0000794367-19-000072-index.htm,211 KB,2019-05-29,2019,0000794367,"Macy's, Inc."
2759,https://www.sec.gov/Archives/edgar/data/1530721/000119312519159760/0001193125-19-159760-index.htm,484 KB,2019-05-29,2019,0001530721,Capri Holdings Ltd
2765,https://www.sec.gov/Archives/edgar/data/1049659/000129281419002029/0001292814-19-002029-index.htm,21 KB,2019-05-28,2019,0001049659,NATIONAL STEEL CO
2771,https://www.sec.gov/Archives/edgar/data/1299139/000149315219008428/0001493152-19-008428-index.htm,45 KB,2019-05-30,2019,0001299139,TearLab Corp
2780,https://www.sec.gov/Archives/edgar/data/72162/000002424019000066/0000024240-19-000066-index.htm,15 KB,2019-05-29,2019,0000072162,NL INDUSTRIES INC
2791,https://www.sec.gov/Archives/edgar/data/1012019/000143774919011077/0001437749-19-011077-index.htm,31 KB,2019-05-30,2019,0001012019,RUSH ENTERPRISES INC \TX\
2797,https://www.sec.gov/Archives/edgar/data/833444/000083344419000025/0000833444-19-000025-index.htm,125 KB,2019-05-30,2019,0000833444,Johnson Controls International plc
2803,https://www.sec.gov/Archives/edgar/data/110621/000119312519161353/0001193125-19-161353-index.htm,198 KB,2019-05-30,2019,0000110621,RPM INTERNATIONAL INC/DE/
2809,https://www.sec.gov/Archives/edgar/data/42888/000004288819000024/0000042888-19-000024-index.htm,610 KB,2019-05-31,2019,0000042888,GRACO INC
2815,https://www.sec.gov/Archives/edgar/data/73756/000007375619000034/0000073756-19-000034-index.htm,496 KB,2019-05-29,2019,0000073756,OCEANEERING INTERNATIONAL INC
2824,https://www.sec.gov/Archives/edgar/data/1350653/000156459019019799/0001564590-19-019799-index.htm,307 KB,2019-05-20,2019,0001350653,"Alphatec Holdings, Inc."
2835,https://www.sec.gov/Archives/edgar/data/1051251/000156459019021086/0001564590-19-021086-index.htm,145 KB,2019-05-31,2019,0001051251,J CREW GROUP INC
2841,https://www.sec.gov/Archives/edgar/data/1433660/000143366019000016/0001433660-19-000016-index.htm,3 MB,2019-05-30,2019,0001433660,John Bean Technologies CORP
2849,https://www.sec.gov/Archives/edgar/data/103730/000010373019000023/0000103730-19-000023-index.htm,341 KB,2019-05-28,2019,0000103730,VISHAY INTERTECHNOLOGY INC
2855,https://www.sec.gov/Archives/edgar/data/1720635/000172063519000024/0001720635-19-000024-index.htm,420 KB,2019-05-31,2019,0001720635,nVent Electric plc
2856,https://www.sec.gov/Archives/edgar/data/103145/000155837019005292/0001558370-19-005292-index.htm,266 KB,2019-05-24,2019,0000103145,VEECO INSTRUMENTS INC
2862,https://www.sec.gov/Archives/edgar/data/915389/000091538919000030/0000915389-19-000030-index.htm,111 KB,2019-05-23,2019,0000915389,EASTMAN CHEMICAL CO
2868,https://www.sec.gov/Archives/edgar/data/1097149/000109714919000028/0001097149-19-000028-index.htm,504 KB,2019-05-30,2019,0001097149,ALIGN TECHNOLOGY INC
2878,https://www.sec.gov/Archives/edgar/data/50725/000005072519000040/0000050725-19-000040-index.htm,64 KB,2019-05-31,2019,0000050725,GRIFFON CORP
2884,https://www.sec.gov/Archives/edgar/data/1394029/000114420419028515/0001144204-19-028515-index.htm,26 KB,2019-05-29,2019,0001394029,YINGLI GREEN ENERGY HOLDING CO LTD
2890,https://www.sec.gov/Archives/edgar/data/1000683/000121390019009665/0001213900-19-009665-index.htm,36 KB,2019-05-28,2019,0001000683,BLONDER TONGUE LABORATORIES INC
2897,https://www.sec.gov/Archives/edgar/data/12208/000001220819000031/0000012208-19-000031-index.htm,48 KB,2019-05-03,2019,0000012208,"BIO-RAD LABORATORIES, INC."
2903,https://www.sec.gov/Archives/edgar/data/45012/000004501219000098/0000045012-19-000098-index.htm,895 KB,2019-05-30,2019,0000045012,HALLIBURTON CO
2909,https://www.sec.gov/Archives/edgar/data/1481582/000119312519154073/0001193125-19-154073-index.htm,17 KB,2019-05-22,2019,0001481582,Ryerson Holding Corp
2914,https://www.sec.gov/Archives/edgar/data/88941/000162828019007435/0001628280-19-007435-index.htm,76 KB,2019-05-31,2019,0000088941,SEMTECH CORP
2924,https://www.sec.gov/Archives/edgar/data/895419/000089541919000033/0000895419-19-000033-index.htm,491 KB,2019-05-30,2019,0000895419,"CREE, INC."
2930,https://www.sec.gov/Archives/edgar/data/9984/000120677419001803/0001206774-19-001803-index.htm,18 KB,2019-05-31,2019,0000009984,BARNES GROUP INC
2939,https://www.sec.gov/Archives/edgar/data/775368/000119312519162371/0001193125-19-162371-index.htm,40 KB,2019-05-31,2019,0000775368,ALLEGHANY CORP /DE
2942,https://www.sec.gov/Archives/edgar/data/1162194/000116219419000042/0001162194-19-000042-index.htm,362 KB,2019-05-30,2019,0001162194,FLUIDIGM CORP
2948,https://www.sec.gov/Archives/edgar/data/924168/000092416819000043/0000924168-19-000043-index.htm,55 KB,2019-05-30,2019,0000924168,"ENERGY FOCUS, INC/DE"
2957,https://www.sec.gov/Archives/edgar/data/29669/000119312519158387/0001193125-19-158387-index.htm,36 KB,2019-05-28,2019,0000029669,RR Donnelley & Sons Co
2963,https://www.sec.gov/Archives/edgar/data/33488/000114420419026177/0001144204-19-026177-index.htm,18 KB,2019-05-15,2019,0000033488,ESCALADE INC
2969,https://www.sec.gov/Archives/edgar/data/851968/000085196819000049/0000851968-19-000049-index.htm,21 KB,2019-05-22,2019,0000851968,MOHAWK INDUSTRIES INC
2975,https://www.sec.gov/Archives/edgar/data/882508/000156459019019961/0001564590-19-019961-index.htm,288 KB,2019-05-21,2019,0000882508,QUICKLOGIC Corp
2981,https://www.sec.gov/Archives/edgar/data/351789/000089710119000555/0000897101-19-000555-index.htm,38 KB,2019-05-31,2019,0000351789,ELECTRO SENSORS INC
2987,https://www.sec.gov/Archives/edgar/data/1138723/000156459019020917/0001564590-19-020917-index.htm,2 MB,2019-05-30,2019,0001138723,ACCURAY INC
2993,https://www.sec.gov/Archives/edgar/data/1524025/000162828019007418/0001628280-19-007418-index.htm,35 KB,2019-05-31,2019,0001524025,"TILLY'S, INC."
3000,https://www.sec.gov/Archives/edgar/data/1633978/000163397819000060/0001633978-19-000060-index.htm,298 KB,2019-05-31,2019,0001633978,Lumentum Holdings Inc.
3004,https://www.sec.gov/Archives/edgar/data/1033767/000119312519161769/0001193125-19-161769-index.htm,1 MB,2019-05-31,2019,0001033767,UNITED MICROELECTRONICS CORP
3010,https://www.sec.gov/Archives/edgar/data/31107/000003110719000023/0000031107-19-000023-index.htm,38 KB,2019-05-31,2019,0000031107,EASTERN CO
3016,https://www.sec.gov/Archives/edgar/data/1643918/000121465919003469/0001214659-19-003469-index.htm,20 KB,2019-05-14,2019,0001643918,Midatech Pharma Plc
3018,https://www.sec.gov/Archives/edgar/data/56701/000005670119000014/0000056701-19-000014-index.htm,26 KB,2019-05-09,2019,0000056701,KOSS CORP
3024,https://www.sec.gov/Archives/edgar/data/866609/000086660919000062/0000866609-19-000062-index.htm,323 KB,2019-05-31,2019,0000866609,ION GEOPHYSICAL CORP
3030,https://www.sec.gov/Archives/edgar/data/804328/000172894919000042/0001728949-19-000042-index.htm,448 KB,2019-05-10,2019,0000804328,QUALCOMM INC/DE
3036,https://www.sec.gov/Archives/edgar/data/1690881/000156459019021187/0001564590-19-021187-index.htm,542 KB,2019-05-31,2019,0001690881,"ASV HOLDINGS, INC."
3037,https://www.sec.gov/Archives/edgar/data/320187/000032018719000039/0000320187-19-000039-index.htm,174 KB,2019-05-31,2019,0000320187,"NIKE, Inc."
3043,https://www.sec.gov/Archives/edgar/data/1378992/000137899219000019/0001378992-19-000019-index.htm,20 KB,2019-05-29,2019,0001378992,"BERRY GLOBAL GROUP, INC."
3047,https://www.sec.gov/Archives/edgar/data/1333822/000156459019020531/0001564590-19-020531-index.htm,53 KB,2019-05-28,2019,0001333822,SemiLEDs Corp
3058,https://www.sec.gov/Archives/edgar/data/849395/000119312519160225/0001193125-19-160225-index.htm,139 KB,2019-05-30,2019,0000849395,CRH PUBLIC LTD CO
3065,https://www.sec.gov/Archives/edgar/data/1619762/000110465919031464/0001104659-19-031464-index.htm,481 KB,2019-05-23,2019,0001619762,International Game Technology PLC
3070,https://www.sec.gov/Archives/edgar/data/1483510/000148351019000049/0001483510-19-000049-index.htm,58 KB,2019-06-03,2019,0001483510,"EXPRESS, INC."
3076,https://www.sec.gov/Archives/edgar/data/1707925/000162828019007449/0001628280-19-007449-index.htm,54 KB,2019-05-31,2019,0001707925,LINDE PLC
3077,https://www.sec.gov/Archives/edgar/data/35214/000119312519154954/0001193125-19-154954-index.htm,14 KB,2019-05-23,2019,0000035214,FERRO CORP
3083,https://www.sec.gov/Archives/edgar/data/1094084/000168316819001596/0001683168-19-001596-index.htm,16 KB,2019-05-16,2019,0001094084,TELKONET INC
3090,https://www.sec.gov/Archives/edgar/data/1120370/000155837019005418/0001558370-19-005418-index.htm,102 KB,2019-05-31,2019,0001120370,"BROADWIND ENERGY, INC."
3096,https://www.sec.gov/Archives/edgar/data/68505/000119312519161291/0001193125-19-161291-index.htm,178 KB,2019-05-30,2019,0000068505,"Motorola Solutions, Inc."
3102,https://www.sec.gov/Archives/edgar/data/1333141/000110465919033034/0001104659-19-033034-index.htm,408 KB,2019-05-31,2019,0001333141,Fresenius Medical Care AG & Co. KGaA
3108,https://www.sec.gov/Archives/edgar/data/1067428/000120561319000086/0001205613-19-000086-index.htm,626 KB,2019-06-03,2019,0001067428,ANGLOGOLD ASHANTI LTD
3118,https://www.sec.gov/Archives/edgar/data/101984/000010198419000023/0000101984-19-000023-index.htm,124 KB,2019-05-29,2019,0000101984,UNIVERSAL ELECTRONICS INC
3124,https://www.sec.gov/Archives/edgar/data/1606498/000160649819000049/0001606498-19-000049-index.htm,567 KB,2019-05-30,2019,0001606498,"Avanos Medical, Inc."
3128,https://www.sec.gov/Archives/edgar/data/883980/000110465919032724/0001104659-19-032724-index.htm,445 KB,2019-05-30,2019,0000883980,FIRST DATA CORP
3134,https://www.sec.gov/Archives/edgar/data/1327688/000119312519162890/0001193125-19-162890-index.htm,32 KB,2019-05-31,2019,0001327688,OOMA INC
3136,https://www.sec.gov/Archives/edgar/data/1350593/000135059319000032/0001350593-19-000032-index.htm,26 KB,2019-05-29,2019,0001350593,"Mueller Water Products, Inc."
3142,https://www.sec.gov/Archives/edgar/data/87050/000121390019009568/0001213900-19-009568-index.htm,17 KB,2019-05-24,2019,0000087050,Neonode Inc.
3145,https://www.sec.gov/Archives/edgar/data/95953/000009595319000072/0000095953-19-000072-index.htm,57 KB,2019-05-30,2019,0000095953,SYNALLOY CORP
3151,https://www.sec.gov/Archives/edgar/data/1618732/000161873219000051/0001618732-19-000051-index.htm,32 KB,2019-05-31,2019,0001618732,"Nutanix, Inc."
3152,https://www.sec.gov/Archives/edgar/data/8146/000119312519136095/0001193125-19-136095-index.htm,18 KB,2019-05-03,2019,0000008146,"AstroNova, Inc."
3158,https://www.sec.gov/Archives/edgar/data/1593936/000155837019005437/0001558370-19-005437-index.htm,65 KB,2019-05-31,2019,0001593936,"Michaels Companies, Inc."
3163,https://www.sec.gov/Archives/edgar/data/811240/000156459019021231/0001564590-19-021231-index.htm,583 KB,2019-05-31,2019,0000811240,"BIOLASE, INC"
3169,https://www.sec.gov/Archives/edgar/data/1606757/000160675719000015/0001606757-19-000015-index.htm,1 MB,2019-05-22,2019,0001606757,"Kimball Electronics, Inc."
3174,https://www.sec.gov/Archives/edgar/data/109177/000095014219001224/0000950142-19-001224-index.htm,544 KB,2019-05-31,2019,0000109177,"Spectrum Brands Holdings, Inc."
3180,https://www.sec.gov/Archives/edgar/data/1610250/000110465919031469/0001104659-19-031469-index.htm,21 KB,2019-05-23,2019,0001610250,"Boot Barn Holdings, Inc."
3181,https://www.sec.gov/Archives/edgar/data/808450/000080845019000119/0000808450-19-000119-index.htm,152 KB,2019-05-17,2019,0000808450,NAVISTAR INTERNATIONAL CORP
3187,https://www.sec.gov/Archives/edgar/data/1012100/000162828019007049/0001628280-19-007049-index.htm,407 KB,2019-05-20,2019,0001012100,SEALED AIR CORP/DE
3193,https://www.sec.gov/Archives/edgar/data/1121484/000112148419000068/0001121484-19-000068-index.htm,28 KB,2019-05-28,2019,0001121484,"OIL STATES INTERNATIONAL, INC"
3199,https://www.sec.gov/Archives/edgar/data/72333/000007233319000125/0000072333-19-000125-index.htm,269 KB,2019-05-31,2019,0000072333,NORDSTROM INC
