Year,Type,Count
2013,NSAR-AT/A,2
2013,NSAR-B,2820
2013,NSAR-B/A,525
2013,NSAR-BT,14
2013,NSAR-U,771
2013,NSAR-U/A,9
2013,NT 10-K,1542
2013,NT 10-K/A,19
2013,NT 10-Q,2700
2013,NT 10-Q/A,12
2013,NT 11-K,23
2013,NT 20-F,62
2013,NT N-MFP,20
2013,NT-NCSR,10
2013,NT-NCSR/A,1
2013,NT-NSAR,20
2013,NTFNSAR,2
2013,NTN 10K,39
2013,NTN 10Q,67
2013,OIP NTC,18
2013,OIP ORDR,18
2013,POS 8C,191
2013,POS AM,1053
2013,POS AMI,223
2013,POS EX,267
2013,POS462B,2
2013,POSASR,112
2013,PRE 14A,1091
2013,PRE 14C,385
2013,PREC14A,103
2013,PREC14C,2
2013,PREM14A,128
2013,PREM14C,9
2013,PREN14A,10
2013,PRER14A,367
2013,PRER14C,103
2013,PRRN14A,74
2013,PX14A6G,91
2013,QRTLYRPT,3
2013,REG-NR,5
2013,REVOKED,472
2013,RW,347
2013,RW WD,13
2013,S-1,943
2013,S-1/A,2542
2013,S-11,70
2013,S-11/A,229
2013,S-11MEF,7
2013,S-1MEF,98
2013,S-20/A,1
2013,S-3,626
2013,S-3/A,453
2013,S-3ASR,454
2013,S-3D,28
2013,S-3DPOS,21
2013,S-3MEF,30
2013,S-4,439
2013,S-4/A,604
2013,S-4EF,1
2013,S-4MEF,2
2013,S-6,1207
2013,S-6/A,664
2013,S-8,2097
2013,S-8 POS,1593
2013,S-B,14
2013,S-B/A,5
2013,S-BMEF,1
2013,SC 13D,1462
2013,SC 13D/A,4248
2013,SC 13E3,65
2013,SC 13E3/A,264
2013,SC 13G,6716
2013,SC 13G/A,15193
2013,SC 14D9,87
2013,SC 14D9/A,293
2013,SC 14F1,72
2013,SC TO-C,216
2013,SC TO-I,505
2013,SC TO-I/A,727
2013,SC TO-T,111
2013,SC TO-T/A,470
2013,SC14D1F,2
2013,SC14D1F/A,14
2013,SC14D9C,124
2013,SC14D9F,2
2013,SC14D9F/A,1
2013,SE,28
2013,SL,1
2013,SP 15D2,2
2013,STOP ORDER,1
2013,SUPPL,164
2013,T-3,9
2013,T-3/A,10
2013,TA-1,9
2013,TA-1/A,171
2013,TA-2,340
2013,TA-2/A,25
2013,TA-W,16
2013,TACO,1
2013,TTW,6
2013,TTW/A,6
2013,UPLOAD,11395
2013,WDL-REQ,4
2013,X-17A-5,4308
2013,X-17A-5/A,135
2012,1,2
2012,1-A,19
2012,1-A/A,82
2012,1/A,31
2012,10-12B,22
2012,10-12B/A,66
2012,10-12G,118
2012,10-12G/A,262
2012,10-D,2126
2012,10-D/A,45
2012,10-K,8154
2012,10-K/A,1814
2012,10-KT,23
2012,10-KT/A,5
2012,10-Q,23643
2012,10-Q/A,3019
2012,10-QT,5
2012,10-QT/A,1
2012,11-K,1568
2012,11-K/A,25
2012,11-KT,2
2012,13F-HR,13246
2012,13F-HR/A,1264
2012,13F-NT,5098
2012,13F-NT/A,109
2012,13FCONP,20
2012,144,417
2012,144/A,6
2012,15-12B,203
2012,15-12B/A,5
2012,15-12G,469
2012,15-12G/A,19
2012,15-15D,211
2012,15-15D/A,5
2012,15F-12B,5
2012,15F-12G,15
2012,15F-12G/A,2
2012,15F-15D,5
2012,18-K,38
2012,18-K/A,128
2012,19B-4E,1553
2012,2-A,3
2012,2-A/A,3
2012,2-AF,1
2012,20-F,715
2012,20-F/A,266
2012,20FR12B,5
2012,20FR12B/A,11
2012,20FR12G,8
2012,20FR12G/A,19
2012,24F-2NT,7126
2012,24F-2NT/A,40
2012,25,108
2012,25-NSE,742
2012,25-NSE/A,10
2012,3,14020
2012,3/A,709
2012,305B2,90
2012,4,192604
2012,4/A,5095
2012,40-17F1,44
2012,40-17F2,759
2012,40-17F2/A,2
2012,40-17G,1084
2012,40-17G/A,244
2012,40-202A,3
2012,40-206A,3
2012,40-24B2,157
2012,40-24B2/A,1
2012,40-33,12
2012,40-6B,1
2012,40-6B/A,14
2012,40-8B25,7
2012,40-APP,104
2012,40-APP/A,265
2012,40-F,152
2012,40-F/A,36
2012,40-OIP,5
2012,40-OIP/A,11
2012,40FR12B,15
2012,40FR12B/A,6
2012,40FR12G,2
2012,40FR12G/A,2
2012,424A,6
2012,424B1,84
2012,424B2,12187
2012,424B3,6603
2012,424B4,265
2012,424B5,2579
2012,424B7,206
2012,424B8,69
2012,425,2075
2012,485APOS,1304
2012,485BPOS,8604
2012,485BXT,1393
2012,486APOS,7
2012,486BPOS,29
2012,487,1101
2012,497,13693
2012,497AD,260
2012,497H2,6
2012,497J,5688
2012,497K,15656
2012,5,4167
2012,5/A,164
2012,6-K,21040
2012,6-K/A,344
2012,6B NTC,5
2012,6B ORDR,5
2012,8-A12B,718
2012,8-A12B/A,131
2012,8-A12G,204
2012,8-A12G/A,38
2012,8-K,75182
2012,8-K/A,2742
2012,8-K12B,10
2012,8-K12B/A,1
2012,8-K12G3,11
2012,8-K12G3/A,2
2012,8-K15D5,1
2012,ABS-15G,650
2012,ABS-15G/A,295
2012,ADN-MTL,1
2012,ADV-E,4
2012,ADV-H-T,7
2012,ADV-NR,115
2012,ANNLRPT,5
2012,APP NTC,99
2012,APP ORDR,101
2012,APP WD,31
2012,APP WD/A,2
2012,APP WDG,5
2012,ARS,2015
2012,AW,150
2012,AW WD,1
2012,CB,63
2012,CB/A,89
2012,CERTARCA,31
2012,CERTBATS,2
2012,CERTNAS,198
2012,CERTNYS,448
2012,CERTPAC,10
2012,CORRESP,11422
2012,CT ORDER,1488
2012,D,18186
2012,D/A,13284
2012,DEF 14A,5285
2012,DEF 14C,481
2012,DEFA14A,3873
2012,DEFA14C,14
2012,DEFC14A,57
2012,DEFM14A,148
2012,DEFM14C,17
2012,DEFN14A,6
2012,DEFR14A,129
2012,DEFR14C,9
2012,DEL AM,22
2012,DFAN14A,484
2012,DFRN14A,4
2012,DRS,61
2012,DRS/A,24
2012,DRSLTR,18
2012,DSTRBRPT,8
2012,EFFECT,3647
2012,F-1,58
2012,F-1/A,176
2012,F-10,39
2012,F-10/A,35
2012,F-10POS,1
2012,F-1MEF,2
2012,F-3,45
2012,F-3/A,41
2012,F-3ASR,35
2012,F-3D,3
2012,F-3DPOS,1
2012,F-3MEF,1
2012,F-4,26
2012,F-4 POS,2
2012,F-4/A,53
2012,F-6,81
2012,F-6 POS,76
2012,F-6/A,5
2012,F-6EF,402
2012,F-7,1
2012,F-8/A,1
2012,F-80,1
2012,F-80/A,1
2012,F-9,4
2012,F-9 POS,1
2012,F-9/A,3
2012,F-N,25
2012,F-N/A,1
2012,F-X,128
2012,F-X/A,21
2012,FOCUSN,1877
2012,FOCUSN/A,60
2012,FWP,10925
2012,G-405,3
2012,G-405N,1
2012,G-405N/A,1
2012,G-FIN,1
2012,G-FIN/A,12
2012,G-FINW,1
2012,MSD,3
2012,MSD/A,18
2012,N-1,1
2012,N-14,135
2012,N-14 8C,18
2012,N-14 8C/A,30
2012,N-14/A,57
2012,N-18F1,23
2012,N-1A,62
2012,N-1A/A,110
2012,N-2,140
2012,N-2/A,300
2012,N-23C-2,54
2012,N-23C3A,61
2012,N-23C3B,9
2012,N-2MEF,13
2012,N-30B-2,413
2012,N-30D,348
2012,N-30D/A,1
2012,N-4,88
2012,N-4/A,82
2012,N-54A,15
2012,N-54C,1
2012,N-6,19
2012,N-6/A,15
2012,N-6F,8
2012,N-6F/A,13
2012,N-8A,130
2012,N-8A/A,69
2012,N-8B-2,4
2012,N-8B-2/A,2
2012,N-8F,147
2012,N-8F NTC,125
2012,N-8F ORDR,127
2012,N-8F/A,73
2012,N-CSR,3239
2012,N-CSR/A,147
2012,N-CSRS,3169
2012,N-CSRS/A,54
2012,N-MFP,8033
2012,N-MFP/A,267
2012,N-PX,2841
2012,N-PX/A,70
2012,N-Q,6201
2012,N-Q/A,48
2012,NO ACT,475
2012,NSAR-A,2837
2012,NSAR-A/A,146
2012,NSAR-AT,2
2012,NSAR-B,2807
2012,NSAR-B/A,259
2012,NSAR-BT,17
2012,NSAR-U,770
2012,NSAR-U/A,13
2012,NT 10-K,1571
2012,NT 10-K/A,10
2012,NT 10-Q,2898
2012,NT 10-Q/A,25
2012,NT 11-K,23
2012,NT 20-F,81
2012,NT 20-F/A,1
2012,NT N-MFP,70
2012,NT-NCSR,4
2012,NT-NCSR/A,2
2012,NT-NSAR,17
2012,NT-NSAR/A,7
2012,NTFNCSR,6
2012,NTFNSAR,3
2012,NTN 10K,46
2012,NTN 10Q,103
2012,OIP NTC,5
2012,OIP ORDR,3
2012,POS 8C,117
2012,POS AM,1238
2012,POS AMI,212
2012,POS EX,239
2012,POS462B,5
2012,POSASR,111
2012,PRE 14A,1050
2012,PRE 14C,345
2012,PREC14A,93
2012,PREC14C,3
2012,PREM14A,128
2012,PREM14C,27
2012,PREN14A,9
2012,PRER14A,246
2012,PRER14C,94
2012,PRRN14A,62
2012,PX14A6G,71
2012,PX14A6N,1
2012,QRTLYRPT,3
2012,REVOKED,438
2012,RW,424
2012,RW WD,17
2012,S-1,784
2012,S-1/A,2826
2012,S-11,49
2012,S-11/A,191
2012,S-11MEF,4
2012,S-1MEF,40
2012,S-20,1
2012,S-20/A,1
2012,S-3,631
2012,S-3/A,413
2012,S-3ASR,537
2012,S-3D,30
2012,S-3DPOS,33
2012,S-3MEF,24
2012,S-4,343
2012,S-4 POS,2
2012,S-4/A,430
2012,S-4MEF,2
2012,S-6,1287
2012,S-6/A,716
2012,S-8,1983
2012,S-8 POS,1725
2012,S-B,23
2012,S-B/A,11
2012,SC 13D,1488
2012,SC 13D/A,3861
2012,SC 13E1,1
2012,SC 13E3,43
2012,SC 13E3/A,179
2012,SC 13G,6460
2012,SC 13G/A,14583
2012,SC 14D9,98
2012,SC 14D9/A,421
2012,SC 14F1,78
2012,SC 14F1/A,4
2012,SC TO-C,227
2012,SC TO-I,535
2012,SC TO-I/A,754
2012,SC TO-T,84
2012,SC TO-T/A,493
2012,SC13E4F,1
2012,SC14D1F,2
2012,SC14D1F/A,2
2012,SC14D9C,123
2012,SC14D9F,1
2012,SC14D9F/A,1
2012,SE,34
2012,SL,2
2012,SP 15D2,4
2012,SP 15D2/A,1
2012,STOP ORDER,1
2012,SUPPL,225
2012,T-3,19
2012,T-3/A,20
2012,TA-1,9
2012,TA-1/A,153
2012,TA-2,362
2012,TA-2/A,48
2012,TA-W,13
2012,TACO,1
2012,TTW,3
2012,UPLOAD,11273
2012,WDL-REQ,1
2012,X-17A-5,4464
2012,X-17A-5/A,152
2011,1,2
2011,1-A,20
2011,1-A/A,54
2011,1-E/A,1
2011,10-12B,27
2011,10-12B/A,67
2011,10-12G,143
2011,10-12G/A,414
2011,10-D,1166
2011,10-D/A,13
2011,10-K,8561
2011,10-K/A,1983
2011,10-KT,27
2011,10-KT/A,9
2011,10-Q,25150
2011,10-Q/A,3507
2011,10-QT/A,1
2011,11-K,1625
2011,11-K/A,30
2011,11-KT,1
2011,13F-HR,12630
2011,13F-HR/A,1525
2011,13F-NT,5026
2011,13F-NT/A,74
2011,13FCONP,118
2011,144,400
2011,144/A,9
2011,15-12B,214
2011,15-12B/A,2
2011,15-12G,433
2011,15-12G/A,16
2011,15-15D,151
2011,15-15D/A,9
2011,15F-12B,10
2011,15F-12B/A,1
2011,15F-12G,14
2011,15F-15D,11
2011,18-K,38
2011,18-K/A,127
2011,19B-4E,2184
2011,2-A,1
2011,2-A/A,6
2011,2-AF,3
2011,20-F,737
2011,20-F/A,226
2011,20FR12B,3
2011,20FR12B/A,3
2011,20FR12G,6
2011,20FR12G/A,14
2011,24F-2NT,6517
2011,24F-2NT/A,69
2011,25,111
2011,25-NSE,555
2011,25-NSE/A,13
2011,25/A,1
2011,3,14900
2011,3/A,749
2011,305B2,60
2011,305B2/A,2
2011,4,190117
2011,4/A,5349
2011,40-17F1,5
2011,40-17F2,886
2011,40-17F2/A,2
2011,40-17G,1120
2011,40-17G/A,209
2011,40-24B2,178
2011,40-24B2/A,2
2011,40-33,29
2011,40-6B,2
2011,40-6B/A,10
2011,40-8B25,8
2011,40-APP,126
2011,40-APP/A,185
2011,40-F,142
2011,40-F/A,23
2011,40-OIP,10
2011,40-OIP/A,14
2011,40FR12B,15
2011,40FR12B/A,5
2011,40FR12G,3
2011,40FR12G/A,2
2011,424A,10
2011,424B1,101
2011,424B2,10119
2011,424B3,6922
2011,424B4,228
2011,424B5,1987
2011,424B7,169
2011,424B8,60
2011,425,3029
2011,485APOS,1442
2011,485BPOS,8043
2011,485BXT,1156
2011,486APOS,3
2011,486BPOS,24
2011,487,1074
2011,497,12953
2011,497AD,206
2011,497H2,10
2011,497J,5126
2011,497K,15508
2011,5,4453
2011,5/A,120
2011,6-K,20926
2011,6-K/A,333
2011,6B NTC,2
2011,6B ORDR,2
2011,8-A12B,701
2011,8-A12B/A,114
2011,8-A12G,251
2011,8-A12G/A,38
2011,8-K,76921
2011,8-K/A,3842
2011,8-K12B,15
2011,8-K12G3,16
2011,8-K12G3/A,3
2011,8-K15D5,2
2011,8-M,4
2011,9-M,2
2011,ADV-E,4
2011,ADV-H-T,7
2011,ADV-NR,19
2011,ANNLRPT,7
2011,APP NTC,26
2011,APP ORDR,22
2011,APP WD,29
2011,APP WD/A,4
2011,ARS,2073
2011,ARS/A,4
2011,AW,186
2011,AW WD,9
2011,CB,81
2011,CB/A,94
2011,CERTARCA,113
2011,CERTNAS,167
2011,CERTNYS,354
2011,CORRESP,13075
2011,CT ORDER,1429
2011,D,18174
2011,D/A,12537
2011,DEF 14A,5514
2011,DEF 14C,525
2011,DEFA14A,4171
2011,DEFA14C,22
2011,DEFC14A,56
2011,DEFC14C,1
2011,DEFM14A,202
2011,DEFM14C,19
2011,DEFN14A,8
2011,DEFR14A,172
2011,DEFR14C,13
2011,DEL AM,37
2011,DFAN14A,329
2011,DFRN14A,3
2011,DSTRBRPT,15
2011,EFFECT,3652
2011,F-1,65
2011,F-1/A,217
2011,F-10,32
2011,F-10/A,23
2011,F-10POS,3
2011,F-1MEF,8
2011,F-3,48
2011,F-3/A,31
2011,F-3ASR,37
2011,F-3D,3
2011,F-3DPOS,2
2011,F-3MEF,1
2011,F-4,35
2011,F-4 POS,2
2011,F-4/A,64
2011,F-6,119
2011,F-6 POS,39
2011,F-6/A,5
2011,F-6EF,399
2011,F-8,1
2011,F-8/A,1
2011,F-80,3
2011,F-80/A,3
2011,F-80POS,3
2011,F-9,12
2011,F-9 POS,1
2011,F-9/A,12
2011,F-N,21
2011,F-N/A,1
2011,F-X,163
2011,F-X/A,10
2011,FOCUSN,1748
2011,FOCUSN/A,82
2011,FWP,8655
2011,G-405,3
2011,G-405N,3
2011,G-FIN,2
2011,G-FIN/A,17
2011,G-FINW,2
2011,MSD,8
2011,MSD/A,22
2011,MSDCO,22
2011,MSDW,6
2011,N-14,128
2011,N-14 8C,18
2011,N-14 8C/A,13
2011,N-14/A,58
2011,N-18F1,31
2011,N-18F1/A,1
2011,N-1A,56
2011,N-1A/A,88
2011,N-2,178
2011,N-2/A,254
2011,N-23C-2,112
2011,N-23C-2/A,1
2011,N-23C3A,67
2011,N-23C3B,9
2011,N-2MEF,11
2011,N-30B-2,434
2011,N-30D,360
2011,N-30D/A,4
2011,N-4,124
2011,N-4/A,135
2011,N-54A,13
2011,N-54C,8
2011,N-6,7
2011,N-6/A,6
2011,N-6F,23
2011,N-6F/A,22
2011,N-8A,143
2011,N-8A/A,7
2011,N-8B-2/A,4
2011,N-8F,132
2011,N-8F NTC,138
2011,N-8F ORDR,144
2011,N-8F/A,49
2011,N-CSR,3334
2011,N-CSR/A,129
2011,N-CSRS,3124
2011,N-CSRS/A,54
2011,N-MFP,8551
2011,N-MFP/A,907
2011,N-PX,2870
2011,N-PX/A,95
2011,N-Q,6155
2011,N-Q/A,62
2011,NO ACT,447
2011,NSAR-A,2886
2011,NSAR-A/A,154
2011,NSAR-AT,3
2011,NSAR-B,2818
2011,NSAR-B/A,187
2011,NSAR-BT,45
2011,NSAR-BT/A,1
2011,NSAR-U,773
2011,NSAR-U/A,7
2011,NT 10-K,1703
2011,NT 10-K/A,21
2011,NT 10-Q,3174
2011,NT 10-Q/A,25
2011,NT 11-K,26
2011,NT 20-F,60
2011,NT 20-F/A,1
2011,NT N-MFP,28
2011,NT-NCSR,12
2011,NT-NCSR/A,1
2011,NT-NSAR,16
2011,NT-NSAR/A,2
2011,NTFNCSR,1
2011,NTFNSAR,2
2011,NTN 10K,37
2011,NTN 10Q,88
2011,OIP NTC,7
2011,OIP ORDR,7
2011,POS 8C,81
2011,POS AM,1202
2011,POS AMI,216
2011,POS EX,164
2011,POS462B,5
2011,POSASR,104
2011,PRE 14A,1166
2011,PRE 14C,406
2011,PREC14A,90
2011,PREC14C,2
2011,PREM14A,167
2011,PREM14C,25
2011,PREN14A,10
2011,PRER14A,307
2011,PRER14C,144
2011,PRRN14A,67
2011,PX14A6G,49
2011,PX14A6N,4
2011,QRTLYRPT,3
2011,REG-NR,6
2011,REVOKED,596
2011,RW,462
2011,RW WD,28
2011,S-1,1025
2011,S-1/A,3377
2011,S-11,52
2011,S-11/A,201
2011,S-11MEF,4
2011,S-1MEF,37
2011,S-3,677
2011,S-3/A,479
2011,S-3ASR,421
2011,S-3D,24
2011,S-3DPOS,13
2011,S-3MEF,14
2011,S-4,437
2011,S-4 POS,2
2011,S-4/A,633
2011,S-4MEF,2
2011,S-6,1190
2011,S-6/A,373
2011,S-8,2168
2011,S-8 POS,1846
2011,S-B,12
2011,S-B/A,8
2011,S-BMEF,1
2011,SC 13D,1870
2011,SC 13D/A,4168
2011,SC 13E1,1
2011,SC 13E3,72
2011,SC 13E3/A,311
2011,SC 13G,6632
2011,SC 13G/A,14337
2011,SC 14D9,130
2011,SC 14D9/A,491
2011,SC 14F1,129
2011,SC 14F1/A,7
2011,SC TO-C,267
2011,SC TO-I,461
2011,SC TO-I/A,627
2011,SC TO-T,106
2011,SC TO-T/A,629
2011,SC14D1F,2
2011,SC14D1F/A,14
2011,SC14D9C,152
2011,SC14D9F,1
2011,SC14D9F/A,4
2011,SE,39
2011,SEC STAFF LETTER,1
2011,SP 15D2,1
2011,SUPPL,151
2011,T-3,18
2011,T-3/A,23
2011,TA-1,12
2011,TA-1/A,183
2011,TA-2,402
2011,TA-2/A,34
2011,TA-W,20
2011,TACO,37
2011,TTW,4
2011,UNDER,3
2011,UPLOAD,13301
2011,WDL-REQ,4
2011,X-17A-5,4543
2011,X-17A-5/A,279
2010,1-A,24
2010,1-A/A,65
2010,1-E,2
2010,10-12B,19
2010,10-12B/A,64
2010,10-12G,225
2010,10-12G/A,423
2010,10-D,596
2010,10-D/A,11
2010,10-K,8890
2010,10-K/A,2111
2010,10-KT,20
2010,10-KT/A,9
2010,10-Q,25984
2010,10-Q/A,2016
2010,10-QT,4
2010,10-QT/A,2
2010,11-K,1710
2010,11-K/A,30
2010,11-KT,2
2010,13F-HR,11687
2010,13F-HR/A,1234
2010,13F-NT,4822
2010,13F-NT/A,57
2010,13FCONP,43
2010,144,392
2010,144/A,17
2010,15-12B,222
2010,15-12B/A,5
2010,15-12G,424
2010,15-12G/A,7
2010,15-15D,202
2010,15-15D/A,3
2010,15F-12B,11
2010,15F-12G,16
2010,15F-12G/A,1
2010,15F-15D,11
2010,18-K,42
2010,18-K/A,131
2010,19B-4E,4113
2010,2-A,2
2010,2-A/A,7
2010,2-AF,2
2010,2-E,1
2010,20-F,733
2010,20-F/A,211
2010,20FR12B,3
2010,20FR12B/A,3
2010,20FR12G,15
2010,20FR12G/A,41
2010,24F-2NT,6188
2010,24F-2NT/A,32
2010,25,117
2010,25-NSE,630
2010,25-NSE/A,11
2010,3,15403
2010,3/A,828
2010,305B2,75
2010,4,194888
2010,4/A,5629
2010,40-17F1,7
2010,40-17F2,829
2010,40-17F2/A,1
2010,40-17G,1193
2010,40-17G/A,196
2010,40-202A/A,2
2010,40-206A,8
2010,40-206A/A,1
2010,40-24B2,354
2010,40-33,53
2010,40-33/A,1
2010,40-6B,2
2010,40-6B/A,14
2010,40-8B25,8
2010,40-8F-2/A,3
2010,40-APP,100
2010,40-APP/A,181
2010,40-F,126
2010,40-F/A,15
2010,40-OIP,13
2010,40-OIP/A,35
2010,40FR12B,4
2010,40FR12B/A,3
2010,424A,12
2010,424B1,104
2010,424B2,7077
2010,424B3,6139
2010,424B4,277
2010,424B5,1934
2010,424B7,189
2010,424B8,28
2010,425,2663
2010,485APOS,1988
2010,485BPOS,5484
2010,485BXT,809
2010,486APOS,4
2010,486BPOS,16
2010,487,1042
2010,497,15233
2010,497AD,289
2010,497J,4864
2010,497K,12051
2010,5,4631
2010,5/A,156
2010,6-K,19864
2010,6-K/A,310
2010,6B NTC,4
2010,6B ORDR,3
2010,8-A12B,742
2010,8-A12B/A,147
2010,8-A12G,182
2010,8-A12G/A,58
2010,8-K,78541
2010,8-K/A,2770
2010,8-K12B,14
2010,8-K12B/A,1
2010,8-K12G3,17
2010,8-K12G3/A,1
2010,8-M,5
2010,8F-2 NTC,2
2010,8F-2 ORDR,1
2010,9-M,1
2010,ADN-MTL,4
2010,ADV-E,196
2010,ADV-H-T,3
2010,ADV-NR,14
2010,ANNLRPT,6
2010,APP NTC,47
2010,APP ORDR,46
2010,APP WD,34
2010,APP WD/A,1
2010,ARS,2295
2010,ARS/A,2
2010,AW,178
2010,AW WD,7
2010,CB,106
2010,CB/A,96
2010,CERTARCA,72
2010,CERTNAS,213
2010,CERTNYS,362
2010,CERTPAC,52
2010,CORRESP,14264
2010,CT ORDER,1592
2010,D,17581
2010,D/A,11866
2010,DEF 14A,5800
2010,DEF 14C,644
2010,DEFA14A,4632
2010,DEFA14C,16
2010,DEFC14A,68
2010,DEFC14C,2
2010,DEFM14A,202
2010,DEFM14C,13
2010,DEFN14A,12
2010,DEFR14A,141
2010,DEFR14C,14
2010,DEL AM,50
2010,DFAN14A,563
2010,DFRN14A,9
2010,DSTRBRPT,20
2010,EFFECT,3755
2010,F-1,95
2010,F-1/A,360
2010,F-10,34
2010,F-10/A,27
2010,F-10EF,1
2010,F-10POS,8
2010,F-1MEF,7
2010,F-3,53
2010,F-3/A,48
2010,F-3ASR,31
2010,F-3D,5
2010,F-3MEF,4
2010,F-4,33
2010,F-4 POS,1
2010,F-4/A,47
2010,F-4MEF,1
2010,F-6,139
2010,F-6 POS,62
2010,F-6/A,12
2010,F-6EF,290
2010,F-7,1
2010,F-8,3
2010,F-8/A,9
2010,F-9,8
2010,F-9/A,4
2010,F-N,15
2010,F-N/A,3
2010,F-X,149
2010,F-X/A,14
2010,FOCUSN,1691
2010,FOCUSN/A,73
2010,FWP,7331
2010,G-405,3
2010,G-405/A,1
2010,G-405N,3
2010,G-FIN,2
2010,G-FIN/A,7
2010,G-FINW,2
2010,MSD,2
2010,MSD/A,22
2010,MSDW,4
2010,N-14,178
2010,N-14 8C,7
2010,N-14 8C/A,15
2010,N-14/A,72
2010,N-14MEF,1
2010,N-18F1,34
2010,N-18F1/A,1
2010,N-1A,49
2010,N-1A/A,80
2010,N-2,176
2010,N-2/A,243
2010,N-23C-2,132
2010,N-23C-2/A,2
2010,N-23C3A,72
2010,N-23C3A/A,2
2010,N-23C3B,8
2010,N-23C3C/A,1
2010,N-2MEF,7
2010,N-30B-2,469
2010,N-30D,359
2010,N-30D/A,6
2010,N-4,75
2010,N-4/A,77
2010,N-54A,10
2010,N-54C,10
2010,N-6,41
2010,N-6/A,5
2010,N-6F,13
2010,N-6F/A,10
2010,N-8A,135
2010,N-8A/A,33
2010,N-8B-2/A,2
2010,N-8F,221
2010,N-8F NTC,300
2010,N-8F ORDR,300
2010,N-8F/A,95
2010,N-CSR,3280
2010,N-CSR/A,172
2010,N-CSRS,3133
2010,N-CSRS/A,46
2010,N-MFP,696
2010,N-MFP/A,182
2010,N-PX,2940
2010,N-PX/A,199
2010,N-Q,6154
2010,N-Q/A,77
2010,NO ACT,556
2010,NSAR-A,2911
2010,NSAR-A/A,399
2010,NSAR-AT,1
2010,NSAR-AT/A,1
2010,NSAR-B,2899
2010,NSAR-B/A,517
2010,NSAR-BT,12
2010,NSAR-BT/A,2
2010,NSAR-U,808
2010,NSAR-U/A,5
2010,NT 10-K,1814
2010,NT 10-K/A,20
2010,NT 10-Q,3073
2010,NT 10-Q/A,15
2010,NT 11-K,25
2010,NT 20-F,58
2010,NT N-MFP,32
2010,NT-NCSR,14
2010,NT-NCSR/A,2
2010,NT-NSAR,23
2010,NT-NSAR/A,2
2010,NTFNCSR,2
2010,NTFNSAR,2
2010,NTN 10K,45
2010,NTN 10Q,57
2010,NTN 20F,6
2010,OIP NTC,13
2010,OIP ORDR,12
2010,POS 8C,108
2010,POS AM,1281
2010,POS AMI,211
2010,POS EX,132
2010,POS462B,4
2010,POSASR,130
2010,PRE 14A,1463
2010,PRE 14C,492
2010,PREC14A,90
2010,PREC14C,3
2010,PREM14A,183
2010,PREM14C,19
2010,PREN14A,10
2010,PRER14A,371
2010,PRER14C,147
2010,PRRN14A,76
2010,PX14A6G,29
2010,QRTLYRPT,3
2010,REG-NR,5
2010,REVOKED,590
2010,RW,530
2010,RW WD,29
2010,S-1,1097
2010,S-1/A,3253
2010,S-11,69
2010,S-11/A,301
2010,S-11MEF,1
2010,S-1MEF,44
2010,S-3,714
2010,S-3/A,556
2010,S-3ASR,369
2010,S-3D,19
2010,S-3DPOS,18
2010,S-3MEF,42
2010,S-4,400
2010,S-4 POS,2
2010,S-4/A,509
2010,S-6,1131
2010,S-6/A,377
2010,S-8,2247
2010,S-8 POS,2054
2010,S-B,20
2010,S-B/A,15
2010,SC 13D,1974
2010,SC 13D/A,4503
2010,SC 13E1/A,1
2010,SC 13E3,76
2010,SC 13E3/A,285
2010,SC 13G,7553
2010,SC 13G/A,14560
2010,SC 14D9,125
2010,SC 14D9/A,566
2010,SC 14F1,162
2010,SC 14F1/A,10
2010,SC TO-C,324
2010,SC TO-I,486
2010,SC TO-I/A,827
2010,SC TO-T,116
2010,SC TO-T/A,718
2010,SC13E4F,1
2010,SC14D1F,1
2010,SC14D1F/A,9
2010,SC14D9C,144
2010,SC14D9F,1
2010,SC14D9F/A,3
2010,SE,50
2010,SUPPL,1419
2010,T-3,21
2010,T-3/A,29
2010,TA-1,14
2010,TA-1/A,219
2010,TA-2,427
2010,TA-2/A,56
2010,TA-W,22
2010,UPLOAD,14455
2010,WDL-REQ,3
2010,X-17A-5,4718
2010,X-17A-5/A,611
2009,1,4
2009,1-A,24
2009,1-A/A,60
2009,1-E,1
2009,1-E/A,2
2009,1/A,2
2009,10-12B,21
2009,10-12B/A,38
2009,10-12G,158
2009,10-12G/A,273
2009,10-D,638
2009,10-D/A,36
2009,10-K,9494
2009,10-K/A,2277
2009,10-KT,11
2009,10-KT/A,2
2009,10-Q,27100
2009,10-Q/A,2190
2009,10-QT,5
2009,10KSB,80
2009,10KSB/A,90
2009,11-K,1818
2009,11-K/A,44
2009,13F-HR,11996
2009,13F-HR/A,1109
2009,13F-NT,4371
2009,13F-NT/A,122
2009,13FCONP,72
2009,144,338
2009,144/A,7
2009,15-12B,209
2009,15-12B/A,5
2009,15-12G,589
2009,15-12G/A,25
2009,15-15D,423
2009,15-15D/A,9
2009,15F-12B,14
2009,15F-12G,28
2009,15F-12G/A,4
2009,15F-15D,9
2009,15F-15D/A,2
2009,18-K,39
2009,18-K/A,125
2009,19B-4E,3127
2009,2-A,1
2009,2-A/A,6
2009,2-AF,1
2009,2-E,4
2009,2-E/A,1
2009,20-F,749
2009,20-F/A,186
2009,20FR12B,4
2009,20FR12G,13
2009,20FR12G/A,17
2009,24F-2NT,6347
2009,24F-2NT/A,119
2009,25,205
2009,25-NSE,626
2009,25-NSE/A,19
