,link,size,accession_number,filing_date,year,cik,conformed_name,n_documents_in_filing,documents_in_filing_names
3527,https://www.sec.gov/Archives/edgar/data/1596532/000159653217000145/0001596532-17-000145-index.htm,398 KB,0001596532-17-000145,2017-05-30,2017,0001596532,"Arista Networks, Inc.",3,"['FORM SD', 'EXHIBIT 1.01-CONFLICT MINERALS REPORT', 'Complete submission text file']"
3530,https://www.sec.gov/Archives/edgar/data/1413447/000119312517188186/0001193125-17-188186-index.htm,152 KB,0001193125-17-188186,2017-05-31,2017,0001413447,NXP Semiconductors N.V.,3,"['SD', 'EX-1.01', 'Complete submission text file']"
3536,https://www.sec.gov/Archives/edgar/data/1049502/000119312517187151/0001193125-17-187151-index.htm,842 KB,0001193125-17-187151,2017-05-30,2017,0001049502,MKS INSTRUMENTS INC,30,"['SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
3542,https://www.sec.gov/Archives/edgar/data/77360/000119312517189357/0001193125-17-189357-index.htm,449 KB,0001193125-17-189357,2017-05-31,2017,0000077360,PENTAIR plc,3,"['SD', 'EX-1.01', 'Complete submission text file']"
3548,https://www.sec.gov/Archives/edgar/data/2186/000165495417005190/0001654954-17-005190-index.htm,59 KB,0001654954-17-005190,2017-05-31,2017,0000002186,BK Technologies Corp,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
3554,https://www.sec.gov/Archives/edgar/data/723254/000072325417000016/0000723254-17-000016-index.htm,63 KB,0000723254-17-000016,2017-05-17,2017,0000723254,CINTAS CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3560,https://www.sec.gov/Archives/edgar/data/915778/000143774917010175/0001437749-17-010175-index.htm,254 KB,0001437749-17-010175,2017-05-26,2017,0000915778,DSP GROUP INC /DE/,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3566,https://www.sec.gov/Archives/edgar/data/1506492/000110465917036234/0001104659-17-036234-index.htm,41 KB,0001104659-17-036234,2017-05-30,2017,0001506492,"CHF Solutions, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
3578,https://www.sec.gov/Archives/edgar/data/1129260/000112926017000017/0001129260-17-000017-index.htm,67 KB,0001129260-17-000017,2017-05-30,2017,0001129260,"VOCERA COMMUNICATIONS, INC.",3,"[""SD FY'16 CONFLICT MINERALS"", 'EXHIBIT 1.01', 'Complete submission text file']"
3584,https://www.sec.gov/Archives/edgar/data/74303/000007430317000051/0000074303-17-000051-index.htm,114 KB,0000074303-17-000051,2017-05-30,2017,0000074303,OLIN Corp,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
3590,https://www.sec.gov/Archives/edgar/data/37996/000003799617000051/0000037996-17-000051-index.htm,92 KB,0000037996-17-000051,2017-05-26,2017,0000037996,FORD MOTOR CO,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
3596,https://www.sec.gov/Archives/edgar/data/916365/000091636517000079/0000916365-17-000079-index.htm,350 KB,0000916365-17-000079,2017-05-25,2017,0000916365,TRACTOR SUPPLY CO /DE/,4,"['SD', 'EXHIBIT 1.01 CONFLICT MINERALS REPORT', 'GRAPHIC', 'Complete submission text file']"
3603,https://www.sec.gov/Archives/edgar/data/1048695/000104869517000018/0001048695-17-000018-index.htm,605 KB,0001048695-17-000018,2017-05-31,2017,0001048695,"F5 NETWORKS, INC.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3607,https://www.sec.gov/Archives/edgar/data/790715/000143774917010414/0001437749-17-010414-index.htm,194 KB,0001437749-17-010414,2017-06-01,2017,0000790715,SIGMA DESIGNS INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3611,https://www.sec.gov/Archives/edgar/data/945699/000119312517189117/0001193125-17-189117-index.htm,61 KB,0001193125-17-189117,2017-05-31,2017,0000945699,"IXYS, LLC",3,"['SD', 'EX-1.01', 'Complete submission text file']"
3620,https://www.sec.gov/Archives/edgar/data/1579252/000157925217000023/0001579252-17-000023-index.htm,921 KB,0001579252-17-000023,2017-04-13,2017,0001579252,"Jason Industries, Inc.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3623,https://www.sec.gov/Archives/edgar/data/93389/000114036117022633/0001140361-17-022633-index.htm,120 KB,0001140361-17-022633,2017-05-30,2017,0000093389,"STANDARD MOTOR PRODUCTS, INC.",4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
3629,https://www.sec.gov/Archives/edgar/data/874396/000119312517187406/0001193125-17-187406-index.htm,38 KB,0001193125-17-187406,2017-05-30,2017,0000874396,"LIFETIME BRANDS, INC",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
3635,https://www.sec.gov/Archives/edgar/data/1137789/000119312517185523/0001193125-17-185523-index.htm,189 KB,0001193125-17-185523,2017-05-26,2017,0001137789,Seagate Technology plc,5,"['FORM SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
3641,https://www.sec.gov/Archives/edgar/data/1368265/000136826517000012/0001368265-17-000012-index.htm,332 KB,0001368265-17-000012,2017-05-31,2017,0001368265,Clean Energy Fuels Corp.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3647,https://www.sec.gov/Archives/edgar/data/896429/000114036117023107/0001140361-17-023107-index.htm,33 KB,0001140361-17-023107,2017-05-31,2017,0000896429,USA TECHNOLOGIES INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3653,https://www.sec.gov/Archives/edgar/data/926042/000119312517188212/0001193125-17-188212-index.htm,75 KB,0001193125-17-188212,2017-05-31,2017,0000926042,TATA MOTORS LTD/FI,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
3658,https://www.sec.gov/Archives/edgar/data/1446159/000117184317003398/0001171843-17-003398-index.htm,17 KB,0001171843-17-003398,2017-05-31,2017,0001446159,Predictive Oncology Inc.,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3664,https://www.sec.gov/Archives/edgar/data/34067/000003406717000039/0000034067-17-000039-index.htm,41 KB,0000034067-17-000039,2017-05-31,2017,0000034067,DMC Global Inc.,3,"['2016 CONFLICT MINERALS', 'EXHIBIT 1.01 - CONFLICT MINERALS REPORT', 'Complete submission text file']"
3670,https://www.sec.gov/Archives/edgar/data/1635881/000163588117000103/0001635881-17-000103-index.htm,424 KB,0001635881-17-000103,2017-05-31,2017,0001635881,Exterran Corp,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3674,https://www.sec.gov/Archives/edgar/data/912463/000091246317000015/0000912463-17-000015-index.htm,108 KB,0000912463-17-000015,2017-05-30,2017,0000912463,GUESS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3680,https://www.sec.gov/Archives/edgar/data/88790/000089710117000665/0000897101-17-000665-index.htm,242 KB,0000897101-17-000665,2017-05-25,2017,0000088790,INTRICON CORP,3,"['FORM SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
3686,https://www.sec.gov/Archives/edgar/data/807707/000080770717000016/0000807707-17-000016-index.htm,920 KB,0000807707-17-000016,2017-05-31,2017,0000807707,VOXX International Corp,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3692,https://www.sec.gov/Archives/edgar/data/771266/000077126617000032/0000771266-17-000032-index.htm,47 KB,0000771266-17-000032,2017-05-12,2017,0000771266,KOPIN CORP,3,"['SD 2016', 'EXHIBIT 1.01', 'Complete submission text file']"
3698,https://www.sec.gov/Archives/edgar/data/1341439/000119312517189252/0001193125-17-189252-index.htm,35 KB,0001193125-17-189252,2017-05-31,2017,0001341439,ORACLE CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
3704,https://www.sec.gov/Archives/edgar/data/318833/000031883317000024/0000318833-17-000024-index.htm,46 KB,0000318833-17-000024,2017-05-30,2017,0000318833,TEAM INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3716,https://www.sec.gov/Archives/edgar/data/1116942/000119312517187604/0001193125-17-187604-index.htm,506 KB,0001193125-17-187604,2017-05-30,2017,0001116942,TTM TECHNOLOGIES INC,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
3725,https://www.sec.gov/Archives/edgar/data/18230/000001823017000164/0000018230-17-000164-index.htm,81 KB,0000018230-17-000164,2017-05-30,2017,0000018230,CATERPILLAR INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3731,https://www.sec.gov/Archives/edgar/data/1109138/000117891317001641/0001178913-17-001641-index.htm,831 KB,0001178913-17-001641,2017-05-30,2017,0001109138,CAMTEK LTD,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3737,https://www.sec.gov/Archives/edgar/data/1050825/000105082517000111/0001050825-17-000111-index.htm,312 KB,0001050825-17-000111,2017-05-12,2017,0001050825,STEELCASE INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3748,https://www.sec.gov/Archives/edgar/data/816761/000119312517181591/0001193125-17-181591-index.htm,123 KB,0001193125-17-181591,2017-05-24,2017,0000816761,TERADATA CORP /DE/,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
3754,https://www.sec.gov/Archives/edgar/data/818479/000081847917000017/0000818479-17-000017-index.htm,41 KB,0000818479-17-000017,2017-05-30,2017,0000818479,DENTSPLY SIRONA Inc.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3760,https://www.sec.gov/Archives/edgar/data/842633/000084263317000071/0000842633-17-000071-index.htm,483 KB,0000842633-17-000071,2017-05-31,2017,0000842633,TRIMAS CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3771,https://www.sec.gov/Archives/edgar/data/1401708/000140170817000035/0001401708-17-000035-index.htm,40 KB,0001401708-17-000035,2017-05-30,2017,0001401708,NanoString Technologies Inc,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3777,https://www.sec.gov/Archives/edgar/data/936402/000093640217000022/0000936402-17-000022-index.htm,154 KB,0000936402-17-000022,2017-05-30,2017,0000936402,Shire plc,3,"['FORM SD', 'GRAPHIC', 'Complete submission text file']"
3780,https://www.sec.gov/Archives/edgar/data/1511737/000157104917005440/0001571049-17-005440-index.htm,195 KB,0001571049-17-005440,2017-05-26,2017,0001511737,Ubiquiti Inc.,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3786,https://www.sec.gov/Archives/edgar/data/887226/000088722617000011/0000887226-17-000011-index.htm,70 KB,0000887226-17-000011,2017-05-25,2017,0000887226,PERCEPTRON INC/MI,3,"['FORM SD', '', 'Complete submission text file']"
3791,https://www.sec.gov/Archives/edgar/data/78003/000119312517189371/0001193125-17-189371-index.htm,56 KB,0001193125-17-189371,2017-05-31,2017,0000078003,PFIZER INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
3795,https://www.sec.gov/Archives/edgar/data/6281/000119312517179605/0001193125-17-179605-index.htm,261 KB,0001193125-17-179605,2017-05-23,2017,0000006281,ANALOG DEVICES INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
3807,https://www.sec.gov/Archives/edgar/data/97216/000009721617000155/0000097216-17-000155-index.htm,320 KB,0000097216-17-000155,2017-05-31,2017,0000097216,TEREX CORP,3,"['SD FORM 05-31-2017', 'EXHIBIT 1.01 CONFLICT MINERALS REPORT FOR 2016', 'Complete submission text file']"
3813,https://www.sec.gov/Archives/edgar/data/1492633/000119312517179675/0001193125-17-179675-index.htm,244 KB,0001193125-17-179675,2017-05-23,2017,0001492633,Nielsen Holdings plc,3,"['SD', 'EX-1.01', 'Complete submission text file']"
3825,https://www.sec.gov/Archives/edgar/data/917273/000119312517187368/0001193125-17-187368-index.htm,59 KB,0001193125-17-187368,2017-05-30,2017,0000917273,RAMBUS INC,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
3832,https://www.sec.gov/Archives/edgar/data/1162461/000143774917010406/0001437749-17-010406-index.htm,30 KB,0001437749-17-010406,2017-05-31,2017,0001162461,CUTERA INC,3,"['FORM SD', '', 'Complete submission text file']"
3844,https://www.sec.gov/Archives/edgar/data/868780/000119312517182718/0001193125-17-182718-index.htm,183 KB,0001193125-17-182718,2017-05-25,2017,0000868780,"Dorman Products, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
3850,https://www.sec.gov/Archives/edgar/data/908255/000090825517000028/0000908255-17-000028-index.htm,44 KB,0000908255-17-000028,2017-05-30,2017,0000908255,BORGWARNER INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3862,https://www.sec.gov/Archives/edgar/data/821002/000157104917005549/0001571049-17-005549-index.htm,36 KB,0001571049-17-005549,2017-05-31,2017,0000821002,G III APPAREL GROUP LTD /DE/,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3875,https://www.sec.gov/Archives/edgar/data/1639691/000163969117000057/0001639691-17-000057-index.htm,474 KB,0001639691-17-000057,2017-05-30,2017,0001639691,LivaNova PLC,4,"['LIVANOVA 2016 CONFLICT MINERALS', 'EXHIBIT 1.01', 'LIVANOVA LOGO', 'Complete submission text file']"
3879,https://www.sec.gov/Archives/edgar/data/949158/000094915817000062/0000949158-17-000062-index.htm,74 KB,0000949158-17-000062,2017-05-31,2017,0000949158,CRAY INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3885,https://www.sec.gov/Archives/edgar/data/109198/000119312517189493/0001193125-17-189493-index.htm,59 KB,0001193125-17-189493,2017-05-31,2017,0000109198,TJX COMPANIES INC /DE/,3,"['SD', 'EX-1.01', 'Complete submission text file']"
3891,https://www.sec.gov/Archives/edgar/data/797721/000119312517187367/0001193125-17-187367-index.htm,198 KB,0001193125-17-187367,2017-05-30,2017,0000797721,VIASAT INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
3897,https://www.sec.gov/Archives/edgar/data/1101680/000110168017000036/0001101680-17-000036-index.htm,264 KB,0001101680-17-000036,2017-05-30,2017,0001101680,DASAN ZHONE SOLUTIONS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3903,https://www.sec.gov/Archives/edgar/data/1517396/000120677417001702/0001206774-17-001702-index.htm,303 KB,0001206774-17-001702,2017-05-26,2017,0001517396,STRATASYS LTD.,3,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT AS REQUIRED BY ITEMS 1.01 AND 1.02 OF THIS FORM', 'Complete submission text file']"
3913,https://www.sec.gov/Archives/edgar/data/1316644/000118518517001297/0001185185-17-001297-index.htm,41 KB,0001185185-17-001297,2017-05-31,2017,0001316644,"AeroGrow International, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
3925,https://www.sec.gov/Archives/edgar/data/217346/000110465917034808/0001104659-17-034808-index.htm,814 KB,0001104659-17-034808,2017-05-24,2017,0000217346,TEXTRON INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
3930,https://www.sec.gov/Archives/edgar/data/873044/000087304417000045/0000873044-17-000045-index.htm,330 KB,0000873044-17-000045,2017-05-31,2017,0000873044,RADISYS CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3939,https://www.sec.gov/Archives/edgar/data/1267482/000114420417030274/0001144204-17-030274-index.htm,28 KB,0001144204-17-030274,2017-05-31,2017,0001267482,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3944,https://www.sec.gov/Archives/edgar/data/1512138/000156459017011873/0001564590-17-011873-index.htm,48 KB,0001564590-17-011873,2017-05-31,2017,0001512138,"Great Basin Scientific, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
3946,https://www.sec.gov/Archives/edgar/data/703361/000162828017005992/0001628280-17-005992-index.htm,474 KB,0001628280-17-005992,2017-05-26,2017,0000703361,INTEGRATED DEVICE TECHNOLOGY INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
3952,https://www.sec.gov/Archives/edgar/data/884624/000156459017011638/0001564590-17-011638-index.htm,63 KB,0001564590-17-011638,2017-05-25,2017,0000884624,Orthofix Medical Inc.,4,"['SD', 'EX-1.01', 'GRAPHIC', 'Complete submission text file']"
3962,https://www.sec.gov/Archives/edgar/data/1579241/000157924117000024/0001579241-17-000024-index.htm,592 KB,0001579241-17-000024,2017-06-01,2017,0001579241,Allegion plc,4,"['SD', 'EXHIBIT 1.01', '', 'Complete submission text file']"
3966,https://www.sec.gov/Archives/edgar/data/1180079/000119312517189219/0001193125-17-189219-index.htm,47 KB,0001193125-17-189219,2017-05-31,2017,0001180079,"Itron Networked Solutions, Inc.",3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
3971,https://www.sec.gov/Archives/edgar/data/1129155/000157104917005520/0001571049-17-005520-index.htm,110 KB,0001571049-17-005520,2017-05-31,2017,0001129155,MARINE PRODUCTS CORP,4,"['FORM SD', 'EXHIBIT 1.01', 'GRAPHIC', 'Complete submission text file']"
3977,https://www.sec.gov/Archives/edgar/data/1108320/000143774917010358/0001437749-17-010358-index.htm,565 KB,0001437749-17-010358,2017-05-31,2017,0001108320,SMTC CORP,6,"['FORM SD', 'EXHIBIT 1.01', '', '', '', 'Complete submission text file']"
3983,https://www.sec.gov/Archives/edgar/data/1113256/000120677417001592/0001206774-17-001592-index.htm,167 KB,0001206774-17-001592,2017-05-10,2017,0001113256,"MERITOR, INC.",3,"['SPECIALIZED DISCLOSURE REPORT', 'CONFLICT MINERALS REPORT AS REQUIRED BY ITEMS 1.01 AND 1.02', 'Complete submission text file']"
3989,https://www.sec.gov/Archives/edgar/data/1097864/000119312517187424/0001193125-17-187424-index.htm,212 KB,0001193125-17-187424,2017-05-30,2017,0001097864,ON SEMICONDUCTOR CORP,5,"['SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
3997,https://www.sec.gov/Archives/edgar/data/108772/000119312517171565/0001193125-17-171565-index.htm,179 KB,0001193125-17-171565,2017-05-16,2017,0000108772,XEROX CORP,5,"['SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
4003,https://www.sec.gov/Archives/edgar/data/315189/000110465917035226/0001104659-17-035226-index.htm,724 KB,0001104659-17-035226,2017-05-25,2017,0000315189,DEERE & CO,3,"['SD', 'EX-1.01', 'Complete submission text file']"
4009,https://www.sec.gov/Archives/edgar/data/1374535/000156459017011952/0001564590-17-011952-index.htm,423 KB,0001564590-17-011952,2017-05-31,2017,0001374535,Altra Industrial Motion Corp.,3,"['SD', 'EX-1.01', 'Complete submission text file']"
4015,https://www.sec.gov/Archives/edgar/data/936468/000119312517176575/0001193125-17-176575-index.htm,167 KB,0001193125-17-176575,2017-05-19,2017,0000936468,LOCKHEED MARTIN CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
4027,https://www.sec.gov/Archives/edgar/data/1624826/000162482617000030/0001624826-17-000030-index.htm,100 KB,0001624826-17-000030,2017-05-31,2017,0001624826,MPM Holdings Inc.,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
4031,https://www.sec.gov/Archives/edgar/data/16040/000119312517189277/0001193125-17-189277-index.htm,31 KB,0001193125-17-189277,2017-05-31,2017,0000016040,CABOT CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
4036,https://www.sec.gov/Archives/edgar/data/761238/000149315217005956/0001493152-17-005956-index.htm,1 MB,0001493152-17-005956,2017-05-30,2017,0000761238,RADA ELECTRONIC INDUSTRIES LTD,4,"['', '', '', 'Complete submission text file']"
4042,https://www.sec.gov/Archives/edgar/data/751978/000119312517185141/0001193125-17-185141-index.htm,60 KB,0001193125-17-185141,2017-05-26,2017,0000751978,VICOR CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
4053,https://www.sec.gov/Archives/edgar/data/1555280/000155528017000134/0001555280-17-000134-index.htm,356 KB,0001555280-17-000134,2017-05-25,2017,0001555280,Zoetis Inc.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
4056,https://www.sec.gov/Archives/edgar/data/1649338/000119312517185647/0001193125-17-185647-index.htm,177 KB,0001193125-17-185647,2017-05-26,2017,0001649338,Broadcom Pte. Ltd.,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
4060,https://www.sec.gov/Archives/edgar/data/39911/000003991117000086/0000039911-17-000086-index.htm,82 KB,0000039911-17-000086,2017-05-31,2017,0000039911,GAP INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
4066,https://www.sec.gov/Archives/edgar/data/897322/000117891317001613/0001178913-17-001613-index.htm,365 KB,0001178913-17-001613,2017-05-25,2017,0000897322,GILAT SATELLITE NETWORKS LTD,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
4078,https://www.sec.gov/Archives/edgar/data/866374/000110465917034301/0001104659-17-034301-index.htm,759 KB,0001104659-17-034301,2017-05-22,2017,0000866374,FLEX LTD.,3,"['SD', 'EX-1.01', 'Complete submission text file']"
4090,https://www.sec.gov/Archives/edgar/data/917491/000091749117000024/0000917491-17-000024-index.htm,56 KB,0000917491-17-000024,2017-05-31,2017,0000917491,FARO TECHNOLOGIES INC,3,"['FARO SD', 'FARO EXHIBIT 1.01', 'Complete submission text file']"
4096,https://www.sec.gov/Archives/edgar/data/820534/000119312517182768/0001193125-17-182768-index.htm,26 KB,0001193125-17-182768,2017-05-25,2017,0000820534,BRITISH TELECOMMUNICATIONS PLC /ADR,3,"['SD', 'EX-1.01', 'Complete submission text file']"
4102,https://www.sec.gov/Archives/edgar/data/1589526/000158952617000041/0001589526-17-000041-index.htm,365 KB,0001589526-17-000041,2017-05-24,2017,0001589526,Blue Bird Corp,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
4112,https://www.sec.gov/Archives/edgar/data/1669811/000119312517183768/0001193125-17-183768-index.htm,39 KB,0001193125-17-183768,2017-05-25,2017,0001669811,"Donnelley Financial Solutions, Inc.",3,"['SD', 'EX-1.01', 'Complete submission text file']"
4115,https://www.sec.gov/Archives/edgar/data/839923/000110465917035861/0001104659-17-035861-index.htm,2 MB,0001104659-17-035861,2017-05-30,2017,0000839923,VODAFONE GROUP PUBLIC LTD CO,10,"['SD', 'EX-1.01', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'GRAPHIC', 'Complete submission text file']"
4121,https://www.sec.gov/Archives/edgar/data/105319/000119312517188829/0001193125-17-188829-index.htm,36 KB,0001193125-17-188829,2017-05-31,2017,0000105319,WEIGHT WATCHERS INTERNATIONAL INC,3,"['FORM SD', 'EX-1.01', 'Complete submission text file']"
4127,https://www.sec.gov/Archives/edgar/data/1173514/000117351417000061/0001173514-17-000061-index.htm,72 KB,0001173514-17-000061,2017-05-31,2017,0001173514,"HYSTER-YALE MATERIALS HANDLING, INC.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
4133,https://www.sec.gov/Archives/edgar/data/8818/000110465917035682/0001104659-17-035682-index.htm,54 KB,0001104659-17-035682,2017-05-26,2017,0000008818,Avery Dennison Corp,3,"['SD', 'EX-1.01', 'Complete submission text file']"
4140,https://www.sec.gov/Archives/edgar/data/1227025/000110465917036511/0001104659-17-036511-index.htm,473 KB,0001104659-17-036511,2017-05-31,2017,0001227025,NEOPHOTONICS CORP,3,"['SD', 'EX-1.01', 'Complete submission text file']"
4151,https://www.sec.gov/Archives/edgar/data/1173382/000117338217000008/0001173382-17-000008-index.htm,29 KB,0001173382-17-000008,2017-05-31,2017,0001173382,CAE INC,3,"['FORM SD', 'EXHIBIT 2.01', 'Complete submission text file']"
4158,https://www.sec.gov/Archives/edgar/data/912615/000119312517189203/0001193125-17-189203-index.htm,61 KB,0001193125-17-189203,2017-05-31,2017,0000912615,URBAN OUTFITTERS INC,3,"['SD', 'EX-1.01', 'Complete submission text file']"
4172,https://www.sec.gov/Archives/edgar/data/1114448/000110465917036483/0001104659-17-036483-index.htm,59 KB,0001104659-17-036483,2017-05-31,2017,0001114448,NOVARTIS AG,3,"['SD', 'EX-1.01', 'Complete submission text file']"
4180,https://www.sec.gov/Archives/edgar/data/886158/000117184317003400/0001171843-17-003400-index.htm,128 KB,0001171843-17-003400,2017-05-31,2017,0000886158,BED BATH & BEYOND INC,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
4186,https://www.sec.gov/Archives/edgar/data/724004/000143774917010351/0001437749-17-010351-index.htm,29 KB,0001437749-17-010351,2017-05-31,2017,0000724004,MESA LABORATORIES INC /CO,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
4192,https://www.sec.gov/Archives/edgar/data/719494/000114420417030307/0001144204-17-030307-index.htm,40 KB,0001144204-17-030307,2017-05-31,2017,0000719494,"Inrad Optics, Inc.",3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
4198,https://www.sec.gov/Archives/edgar/data/707388/000070738817000019/0000707388-17-000019-index.htm,34 KB,0000707388-17-000019,2017-05-31,2017,0000707388,DIGIRAD CORP,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
4206,https://www.sec.gov/Archives/edgar/data/1453015/000091228217000115/0000912282-17-000115-index.htm,427 KB,0000912282-17-000115,2017-05-15,2017,0001453015,Ballard Power Systems Inc.,3,"['', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
4211,https://www.sec.gov/Archives/edgar/data/1370416/000127956917001139/0001279569-17-001139-index.htm,25 KB,0001279569-17-001139,2017-05-26,2017,0001370416,WESTPORT FUEL SYSTEMS INC.,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
4223,https://www.sec.gov/Archives/edgar/data/885639/000088563917000012/0000885639-17-000012-index.htm,448 KB,0000885639-17-000012,2017-05-31,2017,0000885639,KOHLS Corp,3,"['SD', 'CONFLICT MINERALS REPORT', 'Complete submission text file']"
4229,https://www.sec.gov/Archives/edgar/data/793952/000079395217000026/0000793952-17-000026-index.htm,72 KB,0000793952-17-000026,2017-05-31,2017,0000793952,"HARLEY-DAVIDSON, INC.",3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
4233,https://www.sec.gov/Archives/edgar/data/714603/000071460317000032/0000714603-17-000032-index.htm,54 KB,0000714603-17-000032,2017-05-25,2017,0000714603,DST SYSTEMS INC,3,"['SD', 'EXHIBIT 1.01', 'Complete submission text file']"
4236,https://www.sec.gov/Archives/edgar/data/1339048/000133904817000021/0001339048-17-000021-index.htm,134 KB,0001339048-17-000021,2017-05-31,2017,0001339048,"Western Refining, Inc.",3,"['FORM SD', '', 'Complete submission text file']"
4242,https://www.sec.gov/Archives/edgar/data/56873/000110465917034783/0001104659-17-034783-index.htm,38 KB,0001104659-17-034783,2017-05-24,2017,0000056873,KROGER CO,3,"['SD', 'EX-1.01', 'Complete submission text file']"
4248,https://www.sec.gov/Archives/edgar/data/758938/000143774917010165/0001437749-17-010165-index.htm,46 KB,0001437749-17-010165,2017-05-26,2017,0000758938,QUALSTAR CORP,3,"['FORM SD', 'EXHIBIT 1.01', 'Complete submission text file']"
