,link,size,filing_date,year,cik,conformed_name
2025,https://www.sec.gov/Archives/edgar/data/885590/000119312514221754/0001193125-14-221754-index.htm,26 KB,2014-06-02,2014,0000885590,Bausch Health Companies Inc.
2035,https://www.sec.gov/Archives/edgar/data/937966/000119312514214143/0001193125-14-214143-index.htm,40 KB,2014-05-28,2014,0000937966,ASML HOLDING NV
2041,https://www.sec.gov/Archives/edgar/data/794172/000089225114000063/0000892251-14-000063-index.htm,41 KB,2014-05-29,2014,0000794172,MERIDIAN BIOSCIENCE INC
2047,https://www.sec.gov/Archives/edgar/data/1489393/000119312514219700/0001193125-14-219700-index.htm,14 KB,2014-05-30,2014,0001489393,LyondellBasell Industries N.V.
2050,https://www.sec.gov/Archives/edgar/data/880984/000114420414034813/0001144204-14-034813-index.htm,31 KB,2014-06-02,2014,0000880984,"ACORN ENERGY, INC."
2056,https://www.sec.gov/Archives/edgar/data/63908/000006390814000041/0000063908-14-000041-index.htm,446 KB,2014-06-02,2014,0000063908,MCDONALDS CORP
2062,https://www.sec.gov/Archives/edgar/data/1282266/000128226614000031/0001282266-14-000031-index.htm,318 KB,2014-05-30,2014,0001282266,"WINDSTREAM HOLDINGS, INC."
2068,https://www.sec.gov/Archives/edgar/data/788920/000153442414000182/0001534424-14-000182-index.htm,46 KB,2014-05-30,2014,0000788920,PRO DEX INC
2074,https://www.sec.gov/Archives/edgar/data/845982/000095010314003604/0000950103-14-003604-index.htm,65 KB,2014-05-23,2014,0000845982,SMITH & NEPHEW PLC
2083,https://www.sec.gov/Archives/edgar/data/62996/000119312514221875/0001193125-14-221875-index.htm,43 KB,2014-06-02,2014,0000062996,MASCO CORP /DE/
2089,https://www.sec.gov/Archives/edgar/data/723603/000115752314002392/0001157523-14-002392-index.htm,29 KB,2014-05-30,2014,0000723603,CULP INC
2092,https://www.sec.gov/Archives/edgar/data/20212/000002021214000026/0000020212-14-000026-index.htm,1 MB,2014-06-02,2014,0000020212,CHURCHILL DOWNS Inc
2097,https://www.sec.gov/Archives/edgar/data/722572/000101968714002241/0001019687-14-002241-index.htm,125 KB,2014-06-02,2014,0000722572,FRANKLIN WIRELESS CORP
2103,https://www.sec.gov/Archives/edgar/data/1094366/000117891314001874/0001178913-14-001874-index.htm,91 KB,2014-05-29,2014,0001094366,RADWARE LTD
2109,https://www.sec.gov/Archives/edgar/data/712034/000071203414000030/0000712034-14-000030-index.htm,151 KB,2014-06-02,2014,0000712034,ACCO BRANDS Corp
2115,https://www.sec.gov/Archives/edgar/data/26058/000110465914042244/0001104659-14-042244-index.htm,392 KB,2014-05-29,2014,0000026058,CTS CORP
2122,https://www.sec.gov/Archives/edgar/data/1070412/000119312514220059/0001193125-14-220059-index.htm,51 KB,2014-05-30,2014,0001070412,CNX Resources Corp
2128,https://www.sec.gov/Archives/edgar/data/16988/000119312514218167/0001193125-14-218167-index.htm,294 KB,2014-05-30,2014,0000016988,CANON INC
2132,https://www.sec.gov/Archives/edgar/data/1027884/000102788414000020/0001027884-14-000020-index.htm,69 KB,2014-06-02,2014,0001027884,CHICAGO BRIDGE & IRON CO N V
2138,https://www.sec.gov/Archives/edgar/data/46080/000004608014000065/0000046080-14-000065-index.htm,58 KB,2014-05-30,2014,0000046080,"HASBRO, INC."
2140,https://www.sec.gov/Archives/edgar/data/866273/000086627314000069/0000866273-14-000069-index.htm,58 KB,2014-06-02,2014,0000866273,MATRIX SERVICE CO
2146,https://www.sec.gov/Archives/edgar/data/833640/000083364014000145/0000833640-14-000145-index.htm,129 KB,2014-05-30,2014,0000833640,POWER INTEGRATIONS INC
2152,https://www.sec.gov/Archives/edgar/data/932787/000094787114000351/0000947871-14-000351-index.htm,91 KB,2014-05-29,2014,0000932787,STMICROELECTRONICS NV
2158,https://www.sec.gov/Archives/edgar/data/1508478/000095010314003812/0000950103-14-003812-index.htm,26 KB,2014-06-02,2014,0001508478,Arcos Dorados Holdings Inc.
2167,https://www.sec.gov/Archives/edgar/data/812701/000110465914042269/0001104659-14-042269-index.htm,53 KB,2014-05-29,2014,0000812701,CALGON CARBON Corp
2171,https://www.sec.gov/Archives/edgar/data/1024657/000119312514218981/0001193125-14-218981-index.htm,25 KB,2014-05-30,2014,0001024657,WEST CORP
2175,https://www.sec.gov/Archives/edgar/data/9892/000119312514222346/0001193125-14-222346-index.htm,28 KB,2014-06-02,2014,0000009892,BARD C R INC /NJ/
2181,https://www.sec.gov/Archives/edgar/data/1002047/000119312514220044/0001193125-14-220044-index.htm,34 KB,2014-05-30,2014,0001002047,"NetApp, Inc."
2188,https://www.sec.gov/Archives/edgar/data/98246/000009824614000172/0000098246-14-000172-index.htm,157 KB,2014-06-02,2014,0000098246,TIFFANY & CO
2191,https://www.sec.gov/Archives/edgar/data/1044435/000114036114024146/0001140361-14-024146-index.htm,39 KB,2014-06-02,2014,0001044435,"P10 Industries, Inc."
2197,https://www.sec.gov/Archives/edgar/data/882835/000095010314003823/0000950103-14-003823-index.htm,257 KB,2014-06-02,2014,0000882835,ROPER TECHNOLOGIES INC
2198,https://www.sec.gov/Archives/edgar/data/800240/000119312514221226/0001193125-14-221226-index.htm,17 KB,2014-06-02,2014,0000800240,OFFICE DEPOT INC
2203,https://www.sec.gov/Archives/edgar/data/1333170/000133317014000012/0001333170-14-000012-index.htm,36 KB,2014-06-02,2014,0001333170,"NxStage Medical, Inc."
2209,https://www.sec.gov/Archives/edgar/data/1065837/000119312514227071/0001193125-14-227071-index.htm,14 KB,2014-06-05,2014,0001065837,SKECHERS USA INC
2215,https://www.sec.gov/Archives/edgar/data/1015650/000119312514218507/0001193125-14-218507-index.htm,15 KB,2014-05-30,2014,0001015650,SK TELECOM CO LTD
2221,https://www.sec.gov/Archives/edgar/data/67347/000114036114024017/0001140361-14-024017-index.htm,98 KB,2014-06-02,2014,0000067347,MODINE MANUFACTURING CO
2227,https://www.sec.gov/Archives/edgar/data/897723/000110465914042092/0001104659-14-042092-index.htm,204 KB,2014-05-29,2014,0000897723,SANMINA CORP
2230,https://www.sec.gov/Archives/edgar/data/716643/000071664314000012/0000716643-14-000012-index.htm,20 KB,2014-05-28,2014,0000716643,REGIS CORP
2236,https://www.sec.gov/Archives/edgar/data/932695/000119312514220819/0001193125-14-220819-index.htm,30 KB,2014-06-02,2014,0000932695,CHINA YUCHAI INTERNATIONAL LTD
2242,https://www.sec.gov/Archives/edgar/data/716314/000119312514222283/0001193125-14-222283-index.htm,14 KB,2014-06-02,2014,0000716314,GRAHAM CORP
2248,https://www.sec.gov/Archives/edgar/data/722723/000110465914042979/0001104659-14-042979-index.htm,22 KB,2014-06-02,2014,0000722723,"HANGER, INC."
2254,https://www.sec.gov/Archives/edgar/data/1013606/000101360614000033/0001013606-14-000033-index.htm,84 KB,2014-06-02,2014,0001013606,ENDOLOGIX INC /DE/
2260,https://www.sec.gov/Archives/edgar/data/1107843/000119312514221806/0001193125-14-221806-index.htm,146 KB,2014-06-02,2014,0001107843,"QUALYS, INC."
2277,https://www.sec.gov/Archives/edgar/data/3197/000119312514221296/0001193125-14-221296-index.htm,42 KB,2014-06-02,2014,0000003197,CECO ENVIRONMENTAL CORP
2285,https://www.sec.gov/Archives/edgar/data/354950/000035495014000021/0000354950-14-000021-index.htm,55 KB,2014-06-02,2014,0000354950,"HOME DEPOT, INC."
2291,https://www.sec.gov/Archives/edgar/data/63296/000114036114023826/0001140361-14-023826-index.htm,57 KB,2014-06-02,2014,0000063296,MATTHEWS INTERNATIONAL CORP
2301,https://www.sec.gov/Archives/edgar/data/98362/000119312514221120/0001193125-14-221120-index.htm,12 KB,2014-06-02,2014,0000098362,TIMKEN CO
2307,https://www.sec.gov/Archives/edgar/data/355948/000035594814000007/0000355948-14-000007-index.htm,143 KB,2014-06-02,2014,0000355948,RICHARDSON ELECTRONICS LTD/DE
2313,https://www.sec.gov/Archives/edgar/data/33533/000091431714000732/0000914317-14-000732-index.htm,51 KB,2014-05-29,2014,0000033533,ESPEY MFG & ELECTRONICS CORP
2319,https://www.sec.gov/Archives/edgar/data/933974/000093397414000024/0000933974-14-000024-index.htm,75 KB,2014-05-30,2014,0000933974,"Brooks Automation, Inc."
2325,https://www.sec.gov/Archives/edgar/data/60667/000006066714000085/0000060667-14-000085-index.htm,116 KB,2014-06-02,2014,0000060667,LOWES COMPANIES INC
2331,https://www.sec.gov/Archives/edgar/data/796505/000117184314002633/0001171843-14-002633-index.htm,43 KB,2014-05-30,2014,0000796505,"Clearfield, Inc."
2337,https://www.sec.gov/Archives/edgar/data/315449/000031544914000040/0000315449-14-000040-index.htm,24 KB,2014-05-28,2014,0000315449,UQM TECHNOLOGIES INC
2343,https://www.sec.gov/Archives/edgar/data/1164863/000116486314000024/0001164863-14-000024-index.htm,210 KB,2014-06-02,2014,0001164863,"ENPRO INDUSTRIES, INC"
2349,https://www.sec.gov/Archives/edgar/data/1007587/000100758714000015/0001007587-14-000015-index.htm,45 KB,2014-06-02,2014,0001007587,KVH INDUSTRIES INC \DE\
2355,https://www.sec.gov/Archives/edgar/data/1002517/000100251714000028/0001002517-14-000028-index.htm,53 KB,2014-06-02,2014,0001002517,"Nuance Communications, Inc."
2358,https://www.sec.gov/Archives/edgar/data/791907/000156276214000154/0001562762-14-000154-index.htm,86 KB,2014-06-02,2014,0000791907,LINEAR TECHNOLOGY CORP /CA/
2364,https://www.sec.gov/Archives/edgar/data/1027664/000117891314001922/0001178913-14-001922-index.htm,48 KB,2014-06-02,2014,0001027664,ELBIT SYSTEMS LTD
2370,https://www.sec.gov/Archives/edgar/data/1059272/000105927214000026/0001059272-14-000026-index.htm,31 KB,2014-06-02,2014,0001059272,"bebe stores, inc."
2376,https://www.sec.gov/Archives/edgar/data/1022671/000110465914043144/0001104659-14-043144-index.htm,28 KB,2014-06-02,2014,0001022671,STEEL DYNAMICS INC
2379,https://www.sec.gov/Archives/edgar/data/1527508/000144530514002443/0001445305-14-002443-index.htm,21 KB,2014-06-02,2014,0001527508,Reynolds Group Holdings Ltd
2385,https://www.sec.gov/Archives/edgar/data/878526/000119312514221993/0001193125-14-221993-index.htm,22 KB,2014-06-02,2014,0000878526,NATUS MEDICAL INC
2391,https://www.sec.gov/Archives/edgar/data/937556/000093755614000091/0000937556-14-000091-index.htm,344 KB,2014-06-02,2014,0000937556,MASIMO CORP
2401,https://www.sec.gov/Archives/edgar/data/95574/000143774914010401/0001437749-14-010401-index.htm,21 KB,2014-06-02,2014,0000095574,"SUPERIOR GROUP OF COMPANIES, INC."
2409,https://www.sec.gov/Archives/edgar/data/1002135/000100213514000019/0001002135-14-000019-index.htm,56 KB,2014-06-02,2014,0001002135,WESTELL TECHNOLOGIES INC
2415,https://www.sec.gov/Archives/edgar/data/1318605/000119312514222060/0001193125-14-222060-index.htm,37 KB,2014-06-02,2014,0001318605,"Tesla, Inc."
2421,https://www.sec.gov/Archives/edgar/data/926282/000119312514218963/0001193125-14-218963-index.htm,42 KB,2014-05-30,2014,0000926282,ADTRAN INC
2427,https://www.sec.gov/Archives/edgar/data/808362/000080836214000032/0000808362-14-000032-index.htm,199 KB,2014-05-29,2014,0000808362,BAKER HUGHES a GE Co LLC
2433,https://www.sec.gov/Archives/edgar/data/1551152/000110465914043142/0001104659-14-043142-index.htm,43 KB,2014-06-02,2014,0001551152,AbbVie Inc.
2439,https://www.sec.gov/Archives/edgar/data/1003935/000117891314001867/0001178913-14-001867-index.htm,53 KB,2014-05-29,2014,0001003935,NICE Ltd.
2445,https://www.sec.gov/Archives/edgar/data/1308547/000144530514002423/0001445305-14-002423-index.htm,132 KB,2014-06-02,2014,0001308547,"Dolby Laboratories, Inc."
2448,https://www.sec.gov/Archives/edgar/data/1518587/000151858714000037/0001518587-14-000037-index.htm,37 KB,2014-06-02,2014,0001518587,Aleris Corp
2453,https://www.sec.gov/Archives/edgar/data/1395317/000119312514222043/0001193125-14-222043-index.htm,45 KB,2014-06-02,2014,0001395317,DJO Finance LLC
2459,https://www.sec.gov/Archives/edgar/data/1239819/000123981914000046/0001239819-14-000046-index.htm,35 KB,2014-05-30,2014,0001239819,LUNA INNOVATIONS INC
2464,https://www.sec.gov/Archives/edgar/data/849547/000084954714000022/0000849547-14-000022-index.htm,60 KB,2014-06-02,2014,0000849547,BLACK BOX CORP
2470,https://www.sec.gov/Archives/edgar/data/711404/000119312514222266/0001193125-14-222266-index.htm,37 KB,2014-06-02,2014,0000711404,"COOPER COMPANIES, INC."
2476,https://www.sec.gov/Archives/edgar/data/1078207/000119312514457917/0001193125-14-457917-index.htm,20 KB,2014-12-31,2014,0001078207,"NAUTILUS, INC."
2485,https://www.sec.gov/Archives/edgar/data/1406666/000140666614000074/0001406666-14-000074-index.htm,31 KB,2014-05-30,2014,0001406666,"CALIX, INC"
2491,https://www.sec.gov/Archives/edgar/data/889331/000143774914010406/0001437749-14-010406-index.htm,22 KB,2014-06-02,2014,0000889331,LITTELFUSE INC /DE
2492,https://www.sec.gov/Archives/edgar/data/105608/000143774914014702/0001437749-14-014702-index.htm,405 KB,2014-08-08,2014,0000105608,AG&E HOLDINGS INC.
2501,https://www.sec.gov/Archives/edgar/data/1073404/000110465914043403/0001104659-14-043403-index.htm,24 KB,2014-06-02,2014,0001073404,GERDAU S.A.
2507,https://www.sec.gov/Archives/edgar/data/764478/000076447814000027/0000764478-14-000027-index.htm,156 KB,2014-06-02,2014,0000764478,BEST BUY CO INC
2517,https://www.sec.gov/Archives/edgar/data/1049521/000104952114000013/0001049521-14-000013-index.htm,49 KB,2014-06-02,2014,0001049521,MERCURY SYSTEMS INC
2523,https://www.sec.gov/Archives/edgar/data/780571/000078057114000023/0000780571-14-000023-index.htm,42 KB,2014-06-02,2014,0000780571,"ITRON, INC."
2526,https://www.sec.gov/Archives/edgar/data/885306/000119312514221025/0001193125-14-221025-index.htm,26 KB,2014-06-02,2014,0000885306,CYNOSURE INC
2530,https://www.sec.gov/Archives/edgar/data/1059562/000105956214000013/0001059562-14-000013-index.htm,48 KB,2014-05-30,2014,0001059562,LMI AEROSPACE INC
2537,https://www.sec.gov/Archives/edgar/data/800459/000119312514222301/0001193125-14-222301-index.htm,64 KB,2014-06-02,2014,0000800459,HARMAN INTERNATIONAL INDUSTRIES INC /DE/
2543,https://www.sec.gov/Archives/edgar/data/31235/000003123514000011/0000031235-14-000011-index.htm,387 KB,2014-06-02,2014,0000031235,EASTMAN KODAK CO
2549,https://www.sec.gov/Archives/edgar/data/1070304/000119312514220825/0001193125-14-220825-index.htm,18 KB,2014-06-02,2014,0001070304,ORIX CORP
2555,https://www.sec.gov/Archives/edgar/data/16058/000119312514217312/0001193125-14-217312-index.htm,44 KB,2014-05-29,2014,0000016058,CACI INTERNATIONAL INC /DE/
2561,https://www.sec.gov/Archives/edgar/data/804753/000080475314000021/0000804753-14-000021-index.htm,176 KB,2014-06-02,2014,0000804753,CERNER Corp
2567,https://www.sec.gov/Archives/edgar/data/21535/000119312514219180/0001193125-14-219180-index.htm,26 KB,2014-05-30,2014,0000021535,COHU INC
2578,https://www.sec.gov/Archives/edgar/data/919012/000119312514222388/0001193125-14-222388-index.htm,38 KB,2014-06-02,2014,0000919012,AMERICAN EAGLE OUTFITTERS INC
2584,https://www.sec.gov/Archives/edgar/data/60977/000114420414034967/0001144204-14-034967-index.htm,17 KB,2014-06-02,2014,0000060977,LYDALL INC /DE/
2587,https://www.sec.gov/Archives/edgar/data/1389050/000110465914042860/0001104659-14-042860-index.htm,311 KB,2014-05-30,2014,0001389050,"Archrock, Inc."
2593,https://www.sec.gov/Archives/edgar/data/1144215/000114421514000051/0001144215-14-000051-index.htm,42 KB,2014-06-02,2014,0001144215,ACUITY BRANDS INC
2599,https://www.sec.gov/Archives/edgar/data/1018963/000119312514221138/0001193125-14-221138-index.htm,22 KB,2014-06-02,2014,0001018963,ALLEGHENY TECHNOLOGIES INC
2605,https://www.sec.gov/Archives/edgar/data/892553/000089255314000032/0000892553-14-000032-index.htm,191 KB,2014-06-02,2014,0000892553,CHART INDUSTRIES INC
2614,https://www.sec.gov/Archives/edgar/data/730263/000114420414034529/0001144204-14-034529-index.htm,57 KB,2014-05-30,2014,0000730263,THOR INDUSTRIES INC
2620,https://www.sec.gov/Archives/edgar/data/1126741/000110465914042796/0001104659-14-042796-index.htm,24 KB,2014-05-30,2014,0001126741,GSI TECHNOLOGY INC
2623,https://www.sec.gov/Archives/edgar/data/1014111/000101411114000018/0001014111-14-000018-index.htm,796 KB,2014-06-02,2014,0001014111,"GlassBridge Enterprises, Inc."
2634,https://www.sec.gov/Archives/edgar/data/879526/000114420414034840/0001144204-14-034840-index.htm,48 KB,2014-06-02,2014,0000879526,WABASH NATIONAL Corp
2641,https://www.sec.gov/Archives/edgar/data/861884/000110465914042889/0001104659-14-042889-index.htm,25 KB,2014-05-30,2014,0000861884,RELIANCE STEEL & ALUMINUM CO
2647,https://www.sec.gov/Archives/edgar/data/1032975/000119312514220034/0001193125-14-220034-index.htm,143 KB,2014-05-30,2014,0001032975,LOGITECH INTERNATIONAL SA
2662,https://www.sec.gov/Archives/edgar/data/944809/000119312514220048/0001193125-14-220048-index.htm,37 KB,2014-05-30,2014,0000944809,"Opko Health, Inc."
2668,https://www.sec.gov/Archives/edgar/data/1160958/000119312514221856/0001193125-14-221856-index.htm,31 KB,2014-06-02,2014,0001160958,INPHI Corp
2675,https://www.sec.gov/Archives/edgar/data/879764/000110465914043303/0001104659-14-043303-index.htm,27 KB,2014-06-02,2014,0000879764,TOTAL S.A.
2681,https://www.sec.gov/Archives/edgar/data/867374/000119312514222157/0001193125-14-222157-index.htm,26 KB,2014-06-02,2014,0000867374,ELECTRONICS FOR IMAGING INC
2687,https://www.sec.gov/Archives/edgar/data/1211351/000110465914042944/0001104659-14-042944-index.htm,57 KB,2014-05-30,2014,0001211351,"RTW Retailwinds, Inc."
2693,https://www.sec.gov/Archives/edgar/data/89140/000157104914002268/0001571049-14-002268-index.htm,16 KB,2014-06-04,2014,0000089140,SERVOTRONICS INC /DE/
2698,https://www.sec.gov/Archives/edgar/data/927653/000119312514222270/0001193125-14-222270-index.htm,42 KB,2014-06-02,2014,0000927653,MCKESSON CORP
2704,https://www.sec.gov/Archives/edgar/data/42682/000119312514222147/0001193125-14-222147-index.htm,28 KB,2014-06-02,2014,0000042682,GORMAN RUPP CO
2710,https://www.sec.gov/Archives/edgar/data/23197/000002319714000014/0000023197-14-000014-index.htm,87 KB,2014-06-02,2014,0000023197,COMTECH TELECOMMUNICATIONS CORP /DE/
2716,https://www.sec.gov/Archives/edgar/data/745732/000120677414001825/0001206774-14-001825-index.htm,12 KB,2014-05-30,2014,0000745732,"ROSS STORES, INC."
2722,https://www.sec.gov/Archives/edgar/data/27419/000110465914043078/0001104659-14-043078-index.htm,79 KB,2014-06-02,2014,0000027419,TARGET CORP
2728,https://www.sec.gov/Archives/edgar/data/27996/000002799614000022/0000027996-14-000022-index.htm,91 KB,2014-05-30,2014,0000027996,DELUXE CORP
2732,https://www.sec.gov/Archives/edgar/data/1130713/000113071314000040/0001130713-14-000040-index.htm,52 KB,2014-06-02,2014,0001130713,"OVERSTOCK.COM, INC"
2738,https://www.sec.gov/Archives/edgar/data/48898/000119312514219718/0001193125-14-219718-index.htm,38 KB,2014-05-30,2014,0000048898,HUBBELL INC
2745,https://www.sec.gov/Archives/edgar/data/743316/000074331614000025/0000743316-14-000025-index.htm,267 KB,2014-06-02,2014,0000743316,MAXIM INTEGRATED PRODUCTS INC
2752,https://www.sec.gov/Archives/edgar/data/1466593/000157104914002227/0001571049-14-002227-index.htm,19 KB,2014-06-02,2014,0001466593,Otter Tail Corp
2758,https://www.sec.gov/Archives/edgar/data/794367/000079436714000106/0000794367-14-000106-index.htm,79 KB,2014-06-02,2014,0000794367,"Macy's, Inc."
2764,https://www.sec.gov/Archives/edgar/data/1530721/000090266414002693/0000902664-14-002693-index.htm,75 KB,2014-06-02,2014,0001530721,Capri Holdings Ltd
2770,https://www.sec.gov/Archives/edgar/data/1049659/000129281414001387/0001292814-14-001387-index.htm,22 KB,2014-05-29,2014,0001049659,NATIONAL STEEL CO
2779,https://www.sec.gov/Archives/edgar/data/1120295/000119312514222459/0001193125-14-222459-index.htm,28 KB,2014-06-02,2014,0001120295,IXIA
2785,https://www.sec.gov/Archives/edgar/data/72162/000007216214000006/0000072162-14-000006-index.htm,19 KB,2014-06-02,2014,0000072162,NL INDUSTRIES INC
2790,https://www.sec.gov/Archives/edgar/data/789933/000078993314000046/0000789933-14-000046-index.htm,55 KB,2014-06-02,2014,0000789933,NACCO INDUSTRIES INC
2796,https://www.sec.gov/Archives/edgar/data/1012019/000143774914010408/0001437749-14-010408-index.htm,40 KB,2014-06-02,2014,0001012019,RUSH ENTERPRISES INC \TX\
2802,https://www.sec.gov/Archives/edgar/data/833444/000083344414000079/0000833444-14-000079-index.htm,425 KB,2014-06-02,2014,0000833444,Johnson Controls International plc
2808,https://www.sec.gov/Archives/edgar/data/110621/000119312514219980/0001193125-14-219980-index.htm,160 KB,2014-05-30,2014,0000110621,RPM INTERNATIONAL INC/DE/
2814,https://www.sec.gov/Archives/edgar/data/42888/000119312514221325/0001193125-14-221325-index.htm,27 KB,2014-06-02,2014,0000042888,GRACO INC
2820,https://www.sec.gov/Archives/edgar/data/73756/000119312514215396/0001193125-14-215396-index.htm,44 KB,2014-05-29,2014,0000073756,OCEANEERING INTERNATIONAL INC
2823,https://www.sec.gov/Archives/edgar/data/28561/000135448814003055/0001354488-14-003055-index.htm,39 KB,2014-06-02,2014,0000028561,DEWEY ELECTRONICS CORP
2829,https://www.sec.gov/Archives/edgar/data/1350653/000135065314000012/0001350653-14-000012-index.htm,28 KB,2014-05-28,2014,0001350653,"Alphatec Holdings, Inc."
2833,https://www.sec.gov/Archives/edgar/data/789132/000078913214000052/0000789132-14-000052-index.htm,47 KB,2014-06-02,2014,0000789132,SPECTRANETICS CORP
2840,https://www.sec.gov/Archives/edgar/data/1051251/000119312514220882/0001193125-14-220882-index.htm,33 KB,2014-06-02,2014,0001051251,J CREW GROUP INC
2846,https://www.sec.gov/Archives/edgar/data/1433660/000143774914010499/0001437749-14-010499-index.htm,106 KB,2014-06-02,2014,0001433660,John Bean Technologies CORP
2854,https://www.sec.gov/Archives/edgar/data/103730/000010373014000027/0000103730-14-000027-index.htm,170 KB,2014-05-29,2014,0000103730,VISHAY INTERTECHNOLOGY INC
2861,https://www.sec.gov/Archives/edgar/data/103145/000110465914043333/0001104659-14-043333-index.htm,24 KB,2014-06-02,2014,0000103145,VEECO INSTRUMENTS INC
2867,https://www.sec.gov/Archives/edgar/data/915389/000091538914000039/0000915389-14-000039-index.htm,73 KB,2014-06-02,2014,0000915389,EASTMAN CHEMICAL CO
2873,https://www.sec.gov/Archives/edgar/data/1097149/000109714914000007/0001097149-14-000007-index.htm,125 KB,2014-06-02,2014,0001097149,ALIGN TECHNOLOGY INC
2877,https://www.sec.gov/Archives/edgar/data/1267130/000126713014000069/0001267130-14-000069-index.htm,81 KB,2014-06-02,2014,0001267130,CABELAS INC
2883,https://www.sec.gov/Archives/edgar/data/50725/000093041314002689/0000930413-14-002689-index.htm,29 KB,2014-05-29,2014,0000050725,GRIFFON CORP
2889,https://www.sec.gov/Archives/edgar/data/1394029/000110465914042569/0001104659-14-042569-index.htm,74 KB,2014-05-30,2014,0001394029,YINGLI GREEN ENERGY HOLDING CO LTD
2895,https://www.sec.gov/Archives/edgar/data/1000683/000130794214000024/0001307942-14-000024-index.htm,40 KB,2014-06-02,2014,0001000683,BLONDER TONGUE LABORATORIES INC
2902,https://www.sec.gov/Archives/edgar/data/12208/000001220814000041/0000012208-14-000041-index.htm,46 KB,2014-05-30,2014,0000012208,"BIO-RAD LABORATORIES, INC."
2908,https://www.sec.gov/Archives/edgar/data/45012/000004501214000229/0000045012-14-000229-index.htm,55 KB,2014-06-02,2014,0000045012,HALLIBURTON CO
2919,https://www.sec.gov/Archives/edgar/data/88941/000110465914043400/0001104659-14-043400-index.htm,64 KB,2014-06-02,2014,0000088941,SEMTECH CORP
2923,https://www.sec.gov/Archives/edgar/data/906193/000090619314000026/0000906193-14-000026-index.htm,93 KB,2014-05-30,2014,0000906193,KEY TECHNOLOGY INC
2929,https://www.sec.gov/Archives/edgar/data/895419/000089541914000030/0000895419-14-000030-index.htm,295 KB,2014-06-02,2014,0000895419,"CREE, INC."
2935,https://www.sec.gov/Archives/edgar/data/9984/000119312514221750/0001193125-14-221750-index.htm,25 KB,2014-06-02,2014,0000009984,BARNES GROUP INC
2938,https://www.sec.gov/Archives/edgar/data/1593034/000159303414000020/0001593034-14-000020-index.htm,39 KB,2014-06-02,2014,0001593034,Endo International plc
2947,https://www.sec.gov/Archives/edgar/data/1162194/000119312514221819/0001193125-14-221819-index.htm,159 KB,2014-06-02,2014,0001162194,FLUIDIGM CORP
2956,https://www.sec.gov/Archives/edgar/data/1001039/000100103914000159/0001001039-14-000159-index.htm,90 KB,2014-06-02,2014,0001001039,TWDC Enterprises 18 Corp.
2962,https://www.sec.gov/Archives/edgar/data/29669/000119312514219938/0001193125-14-219938-index.htm,27 KB,2014-05-30,2014,0000029669,RR Donnelley & Sons Co
2968,https://www.sec.gov/Archives/edgar/data/33488/000114420414034379/0001144204-14-034379-index.htm,17 KB,2014-05-30,2014,0000033488,ESCALADE INC
2974,https://www.sec.gov/Archives/edgar/data/851968/000085196814000050/0000851968-14-000050-index.htm,22 KB,2014-05-30,2014,0000851968,MOHAWK INDUSTRIES INC
2980,https://www.sec.gov/Archives/edgar/data/882508/000119312514215122/0001193125-14-215122-index.htm,102 KB,2014-05-28,2014,0000882508,QUICKLOGIC Corp
2986,https://www.sec.gov/Archives/edgar/data/351789/000089710114000765/0000897101-14-000765-index.htm,35 KB,2014-05-30,2014,0000351789,ELECTRO SENSORS INC
2992,https://www.sec.gov/Archives/edgar/data/1138723/000110465914043023/0001104659-14-043023-index.htm,21 KB,2014-06-02,2014,0001138723,ACCURAY INC
2999,https://www.sec.gov/Archives/edgar/data/1524025/000119312514221951/0001193125-14-221951-index.htm,13 KB,2014-06-02,2014,0001524025,"TILLY'S, INC."
3009,https://www.sec.gov/Archives/edgar/data/1033767/000119312514216007/0001193125-14-216007-index.htm,12 KB,2014-05-29,2014,0001033767,UNITED MICROELECTRONICS CORP
3015,https://www.sec.gov/Archives/edgar/data/31107/000003110714000017/0000031107-14-000017-index.htm,37 KB,2014-06-02,2014,0000031107,EASTERN CO
3023,https://www.sec.gov/Archives/edgar/data/56701/000005670114000030/0000056701-14-000030-index.htm,27 KB,2014-09-05,2014,0000056701,KOSS CORP
3029,https://www.sec.gov/Archives/edgar/data/866609/000086660914000038/0000866609-14-000038-index.htm,47 KB,2014-06-02,2014,0000866609,ION GEOPHYSICAL CORP
3035,https://www.sec.gov/Archives/edgar/data/804328/000123445214000200/0001234452-14-000200-index.htm,300 KB,2014-06-02,2014,0000804328,QUALCOMM INC/DE
3042,https://www.sec.gov/Archives/edgar/data/320187/000032018714000043/0000320187-14-000043-index.htm,92 KB,2014-06-02,2014,0000320187,"NIKE, Inc."
3046,https://www.sec.gov/Archives/edgar/data/1378992/000137899214000020/0001378992-14-000020-index.htm,22 KB,2014-05-29,2014,0001378992,"BERRY GLOBAL GROUP, INC."
3052,https://www.sec.gov/Archives/edgar/data/1333822/000110465914042594/0001104659-14-042594-index.htm,41 KB,2014-05-30,2014,0001333822,SemiLEDs Corp
3057,https://www.sec.gov/Archives/edgar/data/866121/000086612114000008/0000866121-14-000008-index.htm,54 KB,2014-05-30,2014,0000866121,"Northrop Grumman Innovation Systems, Inc."
3063,https://www.sec.gov/Archives/edgar/data/849395/000119312514219679/0001193125-14-219679-index.htm,39 KB,2014-05-30,2014,0000849395,CRH PUBLIC LTD CO
